#Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.120.01.414.00 2015,4271.0,FUN.OINA.ORD:INGURUNEAREN HOBEKUNTZA,10388.0,10388.0,0.0,10388.14,-0.14,10388.14,10388.14,10388.14,10388.14,2015,41400,,1,,01
1 01.120.01.432.00 2015,4272.0,FUN.OINA.ORD:TURISMOA,16809.0,16809.0,0.0,17486.28,-677.28,17486.28,17486.28,17486.28,17486.28,2015,43200,,1,,01
1 01.120.01.912.00 2015,4841.0,LAN.KONTR.OINARRIAK:GOBERNU ORGANOAK,0.0,0.0,0.0,1064.68,-1064.68,1064.68,1064.68,1064.68,1064.68,2015,91200,,1,,01
1 01.120.01.920.00 2015,4273.0,FUN.OINA.ORD:ADMINISTRAZIO OROKORRA,122451.0,122451.0,0.0,113843.21,8607.79,113843.21,113843.21,113843.21,113843.21,2015,92000,,1,,01
1 01.120.01.920.10 2015,4274.0,FUN.OINA.ORD:PERTSONALA,47299.0,47299.0,0.0,51052.84,-3753.84,51052.84,51052.84,51052.84,51052.84,2015,92010,,1,,01
1 01.120.01.920.11 2015,4275.0,FUN.OINA.ORD:SEGUR.ETA OSASUNA,18839.0,18839.0,0.0,18864.4,-25.4,18864.4,18864.4,18864.4,18864.4,2015,92011,,1,,01
1 01.120.01.920.20 2015,4276.0,FUN.OINA.ORD:INFORMATIKA,33835.0,33835.0,0.0,28920.08,4914.92,28920.08,28920.08,28920.08,28920.08,2015,92020,,1,,01
1 01.120.01.920.30 2015,4277.0,FUN.OINA.ORD:ARTXIBOA,32901.0,32901.0,0.0,27427.3,5473.7,27427.3,27427.3,27427.3,27427.3,2015,92030,,1,,01
1 01.120.01.929.10 2015,4278.0,FUN.OINA.ORD:BAKE EPAITEGIA,3780.0,3780.0,0.0,3725.12,54.88,3725.12,3725.12,3725.12,3725.12,2015,92910,,1,,01
1 01.120.01.931.00 2015,4279.0,FUN.OINA.ORD:ADMINIST.EKONOMIKOA,118425.0,118425.0,0.0,124344.46,-5919.46,124344.46,124344.46,124344.46,124344.46,2015,93100,,1,,01
1 01.120.01.932.00 2015,4280.0,FUN.OINA.ORD:BILKETA,79896.0,79896.0,0.0,84867.46,-4971.46,84867.46,84867.46,84867.46,84867.46,2015,93200,,1,,01
1 01.120.01.933.00 2015,4281.0,FUN.OINA.ORD:ONDAREA ETA KONTRATAZIOA,52628.0,52628.0,0.0,47076.09,5551.91,47076.09,47076.09,47076.09,47076.09,2015,93300,,1,,01
1 01.121.06.920.10 2015,4282.0,LANGILEEN ORDEZKAPENETARAKO POLTSA,140000.0,140000.0,0.0,0.0,140000.0,0.0,0.0,0.0,0.0,2015,92010,,1,,01
1 01.121.99.132.00 2015,4283.0,FUN.ORD.OSAG:UDALTZAINGOA,698760.0,698760.0,0.0,742889.5,-44129.5,742889.5,742889.5,742889.5,742889.5,2015,13200,,1,,01
1 01.121.99.150.00 2015,4284.0,FUN.ORD.OSAG:HIRIGINTZA,164953.0,164953.0,0.0,151042.91,13910.09,151042.91,151042.91,151042.91,151042.91,2015,15000,,1,,01
1 01.121.99.153.40 2015,4285.0,FUN.ORD.OSAG:OBRETAKO LANTALDEA,253869.0,253869.0,0.0,243342.83,10526.17,243342.83,243342.83,243342.83,243342.83,2015,15340,,1,,01
1 01.121.99.153.50 2015,4286.0,FUN.ORD.OSAG:ZERBITZU PUBLIKOAK,39656.0,39656.0,0.0,45099.29,-5443.29,45099.29,45099.29,45099.29,45099.29,2015,15350,,1,,01
1 01.121.99.161.00 2015,4287.0,FUN.ORD.OSAG:UR HORNIDURA,58876.0,58876.0,0.0,52940.38,5935.62,52940.38,52940.38,52940.38,52940.38,2015,16100,,1,,01
1 01.121.99.164.00 2015,4288.0,FUN.ORD.OSAG:HILERRIA,18671.0,18671.0,0.0,27593.03,-8922.03,27593.03,27593.03,27593.03,27593.03,2015,16400,,1,,01
1 01.121.99.165.00 2015,4289.0,FUN.ORD.OSAG:KALEKO ARGIKUNTZA,95696.0,95696.0,0.0,109553.32,-13857.32,109553.32,109553.32,109553.32,109553.32,2015,16500,,1,,01
1 01.121.99.170.00 2015,4290.0,FUN.ORD.OSAG:INGURUGIROA,39367.0,39367.0,0.0,39399.66,-32.66,39399.66,39399.66,39399.66,39399.66,2015,17000,,1,,01
1 01.121.99.171.00 2015,4291.0,FUN.ORD.OSAG:PARKEAK ETA LORATEGIAK,18526.0,18526.0,0.0,19236.7,-710.7,19236.7,19236.7,19236.7,19236.7,2015,17100,,1,,01
1 01.121.99.230.02 2015,4292.0,FUN.ORD.OSAG:LANKIDETZA,3991.0,3991.0,0.0,488.16,3502.84,488.16,488.16,488.16,488.16,2015,23002,,1,,01
1 01.121.99.231.00 2015,4293.0,FUN.ORD.OSAG:BERDINTASUNA,58497.0,58497.0,0.0,55301.86,3195.14,55301.86,55301.86,55301.86,55301.86,2015,23100,,1,,01
1 01.121.99.231.03 2015,4837.0,FUNTZ. OSAGAR.: GAZTERIA.,0.0,0.0,0.0,5943.69,-5943.69,5943.69,5943.69,5943.69,5943.69,2015,23103,,1,,01
1 01.121.99.241.00 2015,4294.0,FUNTZ. OSAGAR.: TOKI GARAPENA,38271.0,38271.0,0.0,79093.61,-40822.61,79093.61,79093.61,79093.61,79093.61,2015,24100,,1,,01
1 01.121.99.323.00 2015,4295.0,FUN.ORD.OSAG:IKASTETXEAK,50841.0,50841.0,0.0,97017.68,-46176.68,97017.68,97017.68,97017.68,97017.68,2015,32300,,1,,01
1 01.121.99.323.30 2015,4296.0,FUN.ORD.OSAG:HAUR-ESKOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,32330,,1,,01
1 01.121.99.326.01 2015,4297.0,FUN.ORD.OSAG:MUSIKA ESKOLA,243115.0,243115.0,0.0,247079.56,-3964.56,247079.56,247079.56,247079.56,247079.56,2015,32601,,1,,01
1 01.121.99.330.00 2015,4298.0,FUN.ORD.OSAG:KULTURA ZERBITZUA,42171.0,42171.0,0.0,42471.29,-300.29,42471.29,42471.29,42471.29,42471.29,2015,33000,,1,,01
1 01.121.99.332.10 2015,4299.0,FUN.ORD.OSAG:LIBURUTEGIA,86113.0,86113.0,0.0,100409.04,-14296.04,100409.04,100409.04,100409.04,100409.04,2015,33210,,1,,01
1 01.121.99.333.00 2015,4300.0,FUN.ORD.OSAG:KULTUR ETXEA,33894.0,33894.0,0.0,61892.66,-27998.66,61892.66,61892.66,61892.66,61892.66,2015,33300,,1,,01
1 01.121.99.335.00 2015,4301.0,FUN.ORD.OSAG:EUSKARA ZERBITZUA,57811.0,57811.0,0.0,61689.96,-3878.96,61689.96,61689.96,61689.96,61689.96,2015,33500,,1,,01
1 01.121.99.335.10 2015,4302.0,FUN.ORD.OSAG:EUSKALTEGIA,143391.0,143391.0,0.0,149968.19,-6577.19,149968.19,149968.19,149968.19,149968.19,2015,33510,,1,,01
1 01.121.99.335.30 2015,4303.0,FUN.ORD.OSAG:EUSKARA PLANA,36926.0,36926.0,0.0,29289.46,7636.54,29289.46,29289.46,29289.46,29289.46,2015,33530,,1,,01
1 01.121.99.335.40 2015,4304.0,FUN.ORD.OSAG:UDALEKUAK,69160.0,69160.0,0.0,14065.22,55094.78,14065.22,14065.22,14065.22,14065.22,2015,33540,,1,,01
1 01.121.99.342.00 2015,4305.0,FUN.ORD.OSAG:KIROLDEGIA,264849.0,264849.0,0.0,283618.36,-18769.36,283618.36,283618.36,283618.36,283618.36,2015,34200,,1,,01
1 01.121.99.342.01 2015,4306.0,FUN.ORD.OSAG:IGERILEKUAK,11796.0,11796.0,0.0,0.0,11796.0,0.0,0.0,0.0,0.0,2015,34201,,1,,01
1 01.121.99.414.00 2015,4307.0,FUN.ORD.OSAG:INGURUNEAREN HOBEKUNTZA,18526.0,18526.0,0.0,18525.78,0.22,18525.78,18525.78,18525.78,18525.78,2015,41400,,1,,01
1 01.121.99.432.00 2015,4308.0,FUN.ORD.OSAG:TURISMOA,18463.0,18463.0,0.0,18462.92,0.08,18462.92,18462.92,18462.92,18462.92,2015,43200,,1,,01
1 01.121.99.912.00 2015,4309.0,LAN.KONTR.OSAG:GOBERNU ORGANOAK,6985.0,6985.0,0.0,2024.25,4960.75,2024.25,2024.25,2024.25,2024.25,2015,91200,,1,,01
1 01.121.99.920.00 2015,4310.0,FUN.ORD.OSAG:ADMINISTRAZIO OROKORRA,170230.0,170230.0,0.0,163931.91,6298.09,163931.91,163931.91,163931.91,163931.91,2015,92000,,1,,01
1 01.121.99.920.10 2015,4311.0,FUN.ORD.OSAG:PERTSONALA,57307.0,57307.0,0.0,72322.69,-15015.69,72322.69,72322.69,72322.69,72322.69,2015,92010,,1,,01
1 01.121.99.920.11 2015,4312.0,FUN.ORD.OSAG:SEGUR ETA OSASUNA,21500.0,21500.0,0.0,25700.75,-4200.75,25700.75,25700.75,25700.75,25700.75,2015,92011,,1,,01
1 01.121.99.920.20 2015,4313.0,FUN.ORD.OSAG:INFORMATIKA,45154.0,45154.0,0.0,45165.44,-11.44,45165.44,45165.44,45165.44,45165.44,2015,92020,,1,,01
1 01.121.99.920.30 2015,4314.0,FUN.ORD.OSAG:ARTXIBOA,40070.0,40070.0,0.0,37291.1,2778.9,37291.1,37291.1,37291.1,37291.1,2015,92030,,1,,01
1 01.121.99.929.10 2015,4315.0,FUN.ORD.OSAG:BAKE EPAITEGIA,4915.0,4915.0,0.0,4842.6,72.4,4842.6,4842.6,4842.6,4842.6,2015,92910,,1,,01
1 01.121.99.931.00 2015,4316.0,FUN.ORD.OSAG:ADMINIST.EKONOMIKOA,149990.0,149990.0,0.0,173999.41,-24009.41,173999.41,173999.41,173999.41,173999.41,2015,93100,,1,,01
1 01.121.99.932.00 2015,4317.0,FUN.ORD.OSAG:BILKETA,101558.0,101558.0,0.0,117720.99,-16162.99,117720.99,117720.99,117720.99,117720.99,2015,93200,,1,,01
1 01.121.99.933.00 2015,4318.0,FUN.ORD.OSAG:ONDAREA ETA KONTRATAZIOA,88964.0,88964.0,0.0,71088.52,17875.48,71088.52,71088.52,71088.52,71088.52,2015,93300,,1,,01
1 01.130.99.323.00 2015,4319.0,LAN.KONTR.OSAG: IKASTETXEAK,36156.0,36156.0,0.0,0.0,36156.0,0.0,0.0,0.0,0.0,2015,32300,,1,,01
1 01.130.99.333.00 2015,4320.0,LAN.KONTR.OGAS:KULTUR ETXEA,4100.0,4100.0,0.0,0.0,4100.0,0.0,0.0,0.0,0.0,2015,33300,,1,,01
1 01.131.01.241.01 2015,4321.0,LAN-KONT.LANG:ikastaroak,40790.0,40790.0,0.0,25286.75,15503.25,25286.75,25286.75,25286.75,25286.75,2015,24101,,1,,01
1 01.131.01.241.02 2015,4322.0,LAN-KONT:lan sustapena-lanbide,0.0,0.0,0.0,24962.49,-24962.49,24962.49,24962.49,24962.49,24962.49,2015,24102,,1,,01
1 01.131.01.241.03 2015,4323.0,LAN-KONT:lan sustapena-diputazioa,55700.0,55700.0,0.0,0.0,55700.0,0.0,0.0,0.0,0.0,2015,24103,,1,,01
1 01.131.01.323.00 2015,4324.0,LAB.KONT.:IKASTETXEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,32300,,1,,01
1 01.131.01.324.10 2015,4325.0,LAN-KONT.LANG:HLP programak,90747.0,90747.0,0.0,110531.99,-19784.99,110531.99,110531.99,110531.99,110531.99,2015,32410,,1,,01
1 01.131.01.330.00 2015,4833.0,LAB.KONT.:KULTURA.,0.0,0.0,0.0,2623.23,-2623.23,2623.23,2623.23,2623.23,2623.23,2015,33000,,1,,01
1 01.131.01.333.00 2015,4326.0,LAN-KONT.LANG:KULTUR ETXEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,33300,,1,,01
1 01.131.01.342.00 2015,4327.0,LAB.KONT.:KIROLDEGIA,12999.0,12999.0,0.0,14927.7,-1928.7,14927.7,14927.7,14927.7,14927.7,2015,34200,,1,,01
1 01.131.02.342.00 2015,4328.0,lan berezietako langileen ordainsariak,0.0,0.0,0.0,1043.89,-1043.89,1043.89,1043.89,1043.89,1043.89,2015,34200,,1,,01
1 01.160.01.132.00 2015,4329.0,GIZ.SEG+OLAZ:UDALTZAINGOA,319129.0,319129.0,0.0,301515.44,17613.56,301515.44,301515.44,301515.44,301515.44,2015,13200,,1,,01
1 01.160.01.150.00 2015,4330.0,GIZ.SEG+OLAZ:HIRIGINTZA,73188.0,73188.0,0.0,50223.22,22964.78,50223.22,50223.22,50223.22,50223.22,2015,15000,,1,,01
1 01.160.01.153.40 2015,4331.0,GIZ.SEG+OLAZ:OBRETAKO LANTALDEA,132720.0,132720.0,0.0,121490.33,11229.67,121490.33,121490.33,121490.33,121490.33,2015,15340,,1,,01
1 01.160.01.153.50 2015,4332.0,GIZARTE SEGUR:ZERBITZU PUBLIKOAK,17713.0,17713.0,0.0,20906.26,-3193.26,20906.26,20906.26,20906.26,20906.26,2015,15350,,1,,01
1 01.160.01.161.00 2015,4333.0,GIZ.SEG+OLAZ:UR HORNIDURA,32574.0,32574.0,0.0,29554.38,3019.62,29554.38,29554.38,29554.38,29554.38,2015,16100,,1,,01
1 01.160.01.164.00 2015,4334.0,GIZARTE SEGUR:HILERRIA,8531.0,8531.0,0.0,1772.78,6758.22,1772.78,1772.78,1772.78,1772.78,2015,16400,,1,,01
1 01.160.01.165.00 2015,4335.0,GIZ.SEG+OLAZ:KALEKO ARGIKUNTZA,51137.0,51137.0,0.0,49717.64,1419.36,49717.64,49717.64,49717.64,49717.64,2015,16500,,1,,01
1 01.160.01.170.00 2015,4336.0,GIZARTE SEGUR:INGURUGIROA,19918.0,19918.0,0.0,19818.77,99.23,19818.77,19818.77,19818.77,19818.77,2015,17000,,1,,01
1 01.160.01.171.00 2015,4337.0,GIZ.SEG+OLAZ:PARKEAK ETA LORATEGIAK,12824.0,12824.0,0.0,13164.92,-340.92,13164.92,13164.92,13164.92,13164.92,2015,17100,,1,,01
1 01.160.01.230.02 2015,4338.0,GIZARTE SEGUR:LANKIDETZA,1488.0,1488.0,0.0,829.42,658.58,829.42,829.42,829.42,829.42,2015,23002,,1,,01
1 01.160.01.231.00 2015,4339.0,GIZARTE SEGUR:BERDINTASUNA,28385.0,28385.0,0.0,22333.57,6051.43,22333.57,22333.57,22333.57,22333.57,2015,23100,,1,,01
1 01.160.01.231.03 2015,4835.0,GIZARTE SEGUR: GAZTERIA.,0.0,0.0,0.0,3242.0,-3242.0,3242.0,3242.0,3242.0,3242.0,2015,23103,,1,,01
1 01.160.01.241.00 2015,4340.0,GIZARTE SEGUR:TOKI GARAPENA,24904.0,24904.0,0.0,39085.36,-14181.36,39085.36,39085.36,39085.36,39085.36,2015,24100,,1,,01
1 01.160.01.241.01 2015,4341.0,GIZARTE SEGUR:ikastaroak,13144.0,13144.0,0.0,8305.73,4838.27,8305.73,8305.73,8305.73,8305.73,2015,24101,,1,,01
1 01.160.01.241.02 2015,4342.0,GIZARTE SEGURANTZA:lansustapena-Lanbide,0.0,0.0,0.0,8267.91,-8267.91,8267.91,8267.91,8267.91,8267.91,2015,24102,,1,,01
1 01.160.01.241.03 2015,4343.0,GIZARTE SEGURANTZA:lan sustapena-Diputaz,18400.0,18400.0,0.0,0.0,18400.0,0.0,0.0,0.0,0.0,2015,24103,,1,,01
1 01.160.01.323.00 2015,4344.0,GIZARTE SEGUR:IKASTETXEAK,41705.0,41705.0,0.0,30997.85,10707.15,30997.85,30997.85,30997.85,30997.85,2015,32300,,1,,01
1 01.160.01.323.30 2015,4345.0,GIZARTE SEGUR:HAUR-ESKOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,32330,,1,,01
1 01.160.01.324.10 2015,4346.0,GIZARTE SEGUR:HLP programak,30075.0,30075.0,0.0,29216.29,858.71,29216.29,29216.29,29216.29,29216.29,2015,32410,,1,,01
1 01.160.01.326.01 2015,4347.0,GIZARTE SEGUR:MUSIKA ESKOLA,132550.0,132550.0,0.0,133506.93,-956.93,133506.93,133506.93,133506.93,133506.93,2015,32601,,1,,01
1 01.160.01.330.00 2015,4348.0,GIZARTE SEGUR:KULTURA ZERBITZUA,19817.0,19817.0,0.0,20734.54,-917.54,20734.54,20734.54,20734.54,20734.54,2015,33000,,1,,01
1 01.160.01.332.10 2015,4349.0,GIZARTE SEGUR:LIBURUTEGIA,43743.0,43743.0,0.0,40055.61,3687.39,40055.61,40055.61,40055.61,40055.61,2015,33210,,1,,01
1 01.160.01.333.00 2015,4350.0,GIZARTE SEGUR:KULTUR ETXEA,16126.0,16126.0,0.0,3664.17,12461.83,3664.17,3664.17,3664.17,3664.17,2015,33300,,1,,01
1 01.160.01.335.00 2015,4351.0,GIZARTE SEGUR:EUSKARA ZERBITZUA,28940.0,28940.0,0.0,30348.0,-1408.0,30348.0,30348.0,30348.0,30348.0,2015,33500,,1,,01
1 01.160.01.335.10 2015,4352.0,GIZARTE SEGUR:EUSKALTEGIA,77283.0,77283.0,0.0,82210.3,-4927.3,82210.3,82210.3,82210.3,82210.3,2015,33510,,1,,01
1 01.160.01.335.30 2015,4353.0,GIZARTE SEGUR:EUSKARA PLANA,19724.0,19724.0,0.0,16637.37,3086.63,16637.37,16637.37,16637.37,16637.37,2015,33530,,1,,01
1 01.160.01.335.40 2015,4354.0,GIZARTE SEGUR:UDALEKUAK,21682.0,21682.0,0.0,21937.85,-255.85,21937.85,21937.85,21937.85,21937.85,2015,33540,,1,,01
1 01.160.01.342.00 2015,4355.0,GIZ.SEG+OLAZ:KIROLDEGIA,120786.0,120786.0,0.0,107500.39,13285.61,107500.39,107500.39,107500.39,107500.39,2015,34200,,1,,01
1 01.160.01.342.01 2015,4356.0,GIZARTE SEGUR:IGERILEKUAK,6360.0,6360.0,0.0,0.0,6360.0,0.0,0.0,0.0,0.0,2015,34201,,1,,01
1 01.160.01.414.00 2015,4357.0,GIZARTE SEGUR:INGURUNEAREN HOBEKUNTZA,8264.0,8264.0,0.0,8283.16,-19.16,8283.16,8283.16,8283.16,8283.16,2015,41400,,1,,01
1 01.160.01.432.00 2015,4358.0,GIZARTE SEGUR:TURISMOA,9188.0,9188.0,0.0,9408.16,-220.16,9408.16,9408.16,9408.16,9408.16,2015,43200,,1,,01
1 01.160.01.912.00 2015,4359.0,GIZARTE SEGUR:GOBERNU ORGANOAK,58529.0,58529.0,0.0,65369.06,-6840.06,65369.06,65369.06,65369.06,65369.06,2015,91200,,1,,01
1 01.160.01.920.00 2015,4360.0,GIZ.SEG+OLAZ:ADMINISTRAZIO OROKORRA,79646.0,79646.0,0.0,76096.05,3549.95,76096.05,76096.05,76096.05,76096.05,2015,92000,,1,,01
1 01.160.01.920.10 2015,4361.0,GIZ.SEG+OLAZ:PERTSONALA,32175.0,32175.0,0.0,35013.54,-2838.54,35013.54,35013.54,35013.54,35013.54,2015,92010,,1,,01
1 01.160.01.920.11 2015,4362.0,GIZARTE SEGUR:SEGUR.ETA OSASUNA,10735.0,10735.0,0.0,10977.12,-242.12,10977.12,10977.12,10977.12,10977.12,2015,92011,,1,,01
1 01.160.01.920.20 2015,4363.0,GIZARTE SEGUR:INFORMATIKA,20240.0,20240.0,0.0,20354.88,-114.88,20354.88,20354.88,20354.88,20354.88,2015,92020,,1,,01
1 01.160.01.920.30 2015,4364.0,GIZARTE SEGUR:ARTXIBOA,18755.0,18755.0,0.0,17132.98,1622.02,17132.98,17132.98,17132.98,17132.98,2015,92030,,1,,01
1 01.160.01.929.10 2015,4365.0,GIZARTE SEGUR:BAKE EPITEGIA,2644.0,2644.0,0.0,2482.37,161.63,2482.37,2482.37,2482.37,2482.37,2015,92910,,1,,01
1 01.160.01.931.00 2015,4366.0,GIZ.SEG+OLAZ:ADMINISTRAZIO EKONOMIKOA,70569.0,70569.0,0.0,79143.73,-8574.73,79143.73,79143.73,79143.73,79143.73,2015,93100,,1,,01
1 01.160.01.932.00 2015,4367.0,GIZ.SEG+OLAZ:BILKETA,58714.0,58714.0,0.0,56102.0,2612.0,56102.0,56102.0,56102.0,56102.0,2015,93200,,1,,01
1 01.160.01.933.00 2015,4368.0,GIZARTE SEGUR:ONDAREA ETA KONTRATAZIOA,35976.0,35976.0,0.0,32516.22,3459.78,32516.22,32516.22,32516.22,32516.22,2015,93300,,1,,01
1 01.160.04.132.00 2015,4369.0,ELKARKIDETZA:UDALTZAINGOA,13608.0,13608.0,0.0,13631.52,-23.52,13631.52,13631.52,13631.52,13631.52,2015,13200,,1,,01
1 01.160.04.150.00 2015,4370.0,ELKARKIDETZA:HIRIGINTZA,8196.0,8196.0,0.0,5033.58,3162.42,5033.58,5033.58,5033.58,5033.58,2015,15000,,1,,01
1 01.160.04.153.40 2015,4371.0,ELKARKIDETZA:OBRETAKO LANTALDEA,11394.0,11394.0,0.0,7181.6,4212.4,7181.6,7181.6,7181.6,7181.6,2015,15340,,1,,01
1 01.160.04.153.50 2015,4372.0,ELKARKIDETA:ZERBITZU PUBLIKOAK,1899.0,1899.0,0.0,2515.34,-616.34,2515.34,2515.34,2515.34,2515.34,2015,15350,,1,,01
1 01.160.04.161.00 2015,4373.0,ELKARKIDETZA:UR HORNIDURA,949.0,949.0,0.0,1288.58,-339.58,1288.58,1288.58,1288.58,1288.58,2015,16100,,1,,01
1 01.160.04.164.00 2015,4374.0,ELKARKIDETZA:HILERRIA,949.0,949.0,0.0,949.48,-0.48,949.48,949.48,949.48,949.48,2015,16400,,1,,01
1 01.160.04.165.00 2015,4375.0,ELKARKIDETZA:KALEKO ARGIKUNTZA,949.0,949.0,0.0,1695.5,-746.5,1695.5,1695.5,1695.5,1695.5,2015,16500,,1,,01
1 01.160.04.170.00 2015,4376.0,ELKARKIDETZA:INGURUGIROA,1696.0,1696.0,0.0,1695.82,0.18,1695.82,1695.82,1695.82,1695.82,2015,17000,,1,,01
1 01.160.04.171.00 2015,4377.0,ELKARKIDETZA:PARKEAK ETA LORATEGIAK,949.0,949.0,0.0,949.48,-0.48,949.48,949.48,949.48,949.48,2015,17100,,1,,01
