#Subconcepto eco.,Descripción,Año,Programa,Departamento,Pto inicial,Aumentos,Disminuciones,Pto definitivo,Oblig. recon.
64301,"Investigaciones, estudios y proyectos",2014,33220,08,0.0,9982.5,0.0,9982.5,3025.0
48102,Subvenciones a asociaciones,2014,33400,08,0.0,0.0,0.0,0.0,0.0
48105,Subvenciones extraordinarias,2014,33400,08,0.0,0.0,0.0,0.0,0.0
21001,Infraestructura y bienes naturales,2014,15000,09,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2014,15000,09,0.0,0.0,0.0,0.0,0.0
62401,Material de transporte,2014,15000,09,0.0,0.0,0.0,0.0,0.0
62302,Instalaciones,2014,16000,09,0.0,0.0,0.0,0.0,0.0
21201,"Maquinaria, instalaciones y utillaje",2014,16100,09,0.0,0.0,0.0,0.0,0.0
21201,"Maquinaria, instalaciones y utillaje",2014,16220,09,0.0,8340.92,0.0,8340.92,0.0
22701,Limpieza,2014,16300,09,0.0,31468.16,0.0,31468.16,31468.16
62401,Material de transporte,2014,16300,09,0.0,0.0,0.0,0.0,0.0
62301,Maquinaria,2014,16500,09,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2014,17000,09,0.0,4317.76,0.0,4317.76,4317.76
22701,Limpieza,2014,17100,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2014,23000,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2014,93300,09,0.0,10586.69,0.0,10586.69,10586.69
22698,Otros gastos diversos,2014,33510,10,0.0,0.0,0.0,0.0,0.0
48105,Subvenciones extraordinarias,2014,33510,10,0.0,0.0,0.0,0.0,0.0
48106,Subvenciones: instituciones y entidades,2014,33510,10,0.0,0.0,0.0,0.0,0.0
48107,Subvenciones a instituciones y entidades,2014,33510,10,0.0,0.0,0.0,0.0,0.0
48108,Instituciones sin fines de lucro,2014,33510,10,0.0,0.0,0.0,0.0,0.0
60101,Infraestructura y urbanización,2014,15320,12,0.0,0.0,0.0,0.0,0.0
48002,Proyectos extraordinarios para protección social,2014,32700,14,0.0,36552.6,0.0,36552.6,36552.6
48102,Subvenciones a asociaciones,2015,43000,01,0.0,7000.0,0.0,7000.0,7000.0
48104,Subvenciones a instituciones y entidades,2015,43000,01,0.0,2000.0,0.0,2000.0,2000.0
22001,Ordinario no inventariable,2015,43200,01,0.0,7260.0,0.0,7260.0,0.0
22001,Ordinario no inventariable,2015,91200,01,0.0,0.0,0.0,0.0,0.0
22602,Atenciones protocolarias y representativas,2015,91200,01,0.0,0.0,0.0,0.0,0.0
22603,"Publicaciones, publicidad y propaganda",2015,91200,01,0.0,2548.26,0.0,2548.26,2548.26
22699,Otros gastos diversos,2015,91200,01,0.0,3958.18,0.0,3958.18,2984.67
23101,"Dietas, locomoción y traslado de altos cargos",2015,91200,01,0.0,0.0,0.0,0.0,0.0
22002,"Prensa, revista, libros y otras publicaciones",2015,13000,02,0.0,0.0,0.0,0.0,0.0
22201,Telefónicas,2015,15340,02,0.0,0.0,0.0,0.0,0.0
22201,Telefónicas,2015,32000,02,0.0,0.0,0.0,0.0,0.0
22201,Telefónicas,2015,33310,02,0.0,0.0,0.0,0.0,0.0
22201,Telefónicas,2015,43200,02,0.0,0.0,0.0,0.0,0.0
42101,Mancomunidades y consorcios,2015,43300,02,0.0,24249.56,0.0,24249.56,24249.56
42102,Mancomunidades y consorcios,2015,43300,02,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,92000,02,0.0,0.0,0.0,0.0,0.0
22002,"Prensa, revista, libros y otras publicaciones",2015,92000,02,0.0,0.0,0.0,0.0,0.0
22202,Postales,2015,92000,02,0.0,0.0,0.0,0.0,0.0
22603,"Publicaciones, publicidad y propaganda",2015,92000,02,0.0,0.0,0.0,0.0,0.0
22604,Jurídicos,2015,92000,02,0.0,0.0,0.0,0.0,0.0
23001,"Dietas, locomoción y traslado del personal",2015,92000,02,0.0,0.0,0.0,0.0,0.0
23901,Otras indemnizaciones,2015,92000,02,0.0,500.0,0.0,500.0,500.0
22001,Ordinario no inventariable,2015,92010,02,0.0,0.0,0.0,0.0,0.0
22205,Informáticas,2015,92010,02,0.0,0.0,0.0,0.0,0.0
62601,Equipos para procesos de información,2015,92010,02,0.0,0.0,0.0,0.0,0.0
12103,Complemento de productividad,2015,92030,02,0.0,450000.0,0.0,450000.0,283720.32
16201,Formación,2015,92030,02,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,92030,02,0.0,0.0,0.0,0.0,0.0
22112,Material sanitario,2015,92030,02,0.0,0.0,0.0,0.0,0.0
22698,Otros gastos diversos,2015,92030,02,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,92030,02,0.0,0.0,0.0,0.0,0.0
83301,Anticipos al personal,2015,92030,02,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,92910,02,0.0,0.0,0.0,0.0,0.0
23001,"Dietas, locomoción y traslado del personal",2015,92910,02,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,93300,02,0.0,0.0,0.0,0.0,0.0
22201,Telefónicas,2015,93300,02,0.0,0.0,0.0,0.0,0.0
22301,Transportes,2015,93300,02,0.0,280.31,0.0,280.31,280.31
22401,De edificios y locales,2015,93300,02,0.0,0.0,0.0,0.0,0.0
22498,Otros riesgos,2015,93300,02,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,93100,03,0.0,0.0,0.0,0.0,0.0
22707,Estudios y trabajos técnicos,2015,93100,03,0.0,0.0,0.0,0.0,0.0
23001,"Dietas, locomoción y traslado del personal",2015,93100,03,0.0,0.0,0.0,0.0,0.0
22709,Servicios de recaudación a favor de la entidad,2015,93200,03,0.0,0.0,0.0,0.0,0.0
60103,Infraestructura y urbanizaciones,2015,13400,04,0.0,0.0,0.0,0.0,0.0
62302,Instalaciones,2015,13400,04,0.0,650024.4,0.0,650024.4,636068.07
22001,Ordinario no inventariable,2015,15000,04,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,15100,04,0.0,0.0,0.0,0.0,0.0
62202,Edificios y otras construcciones,2015,15100,04,0.0,15200.0,0.0,15200.0,0.0
64201,Planeamiento,2015,15100,04,0.0,30000.0,0.0,30000.0,30000.0
60101,Infraestructura y urbanización,2015,15320,04,0.0,26503.42,0.0,26503.42,26503.42
60102,Infraestructura y urbanización,2015,15320,04,0.0,32110.13,0.0,32110.13,32110.13
60102,Infraestructura y urbanización,2015,17200,04,0.0,100000.0,0.0,100000.0,7925.5
62202,Edificios y otras construcciones,2015,32000,04,0.0,0.0,0.0,0.0,0.0
62203,Edificios y otras construcciones,2015,32000,04,0.0,22789.78,0.0,22789.78,22789.78
62201,Edificios y otras construcciones,2015,33000,04,0.0,2335075.57,0.0,2335075.57,193972.38
62203,Edificios y otras construcciones,2015,33300,04,0.0,34747.0,0.0,34747.0,34747.0
62202,Edificios y otras construcciones,2015,33320,04,0.0,0.0,0.0,0.0,0.0
62301,Maquinaria,2015,33520,04,0.0,16500.0,0.0,16500.0,16500.0
62202,Edificios y otras construcciones,2015,33720,04,0.0,17000.0,0.0,17000.0,0.0
62202,Edificios y otras construcciones,2015,34200,04,0.0,53805.21,0.0,53805.21,53805.21
64203,Planeamiento,2015,15310,05,0.0,27649.06,0.0,27649.06,27649.06
22702,Seguridad,2015,16220,05,0.0,0.0,0.0,0.0,0.0
22798,Otros trabajos exteriores,2015,16230,05,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,17000,05,0.0,0.0,0.0,0.0,0.0
22607,Otros gastos diversos,2015,17000,05,0.0,0.0,0.0,0.0,0.0
22703,Valoraciones y peritajes,2015,17000,05,0.0,10999.0,0.0,10999.0,10999.0
23001,"Dietas, locomoción y traslado del personal",2015,17000,05,0.0,0.0,0.0,0.0,0.0
48101,Subvenciones a entidades y asociaciones,2015,17000,05,0.0,8247.42,0.0,8247.42,8247.42
64208,Planeamiento,2015,17000,05,0.0,10446.81,0.0,10446.81,10446.81
73101,Organismos autónomos,2015,17000,05,0.0,0.0,0.0,0.0,0.0
64202,Planeamiento,2015,17100,05,0.0,0.0,0.0,0.0,0.0
64205,Planeamiento,2015,17100,05,0.0,10557.2,0.0,10557.2,4222.88
60001,Inversiones en terrenos,2015,17200,05,0.0,60000.0,0.0,60000.0,60000.0
64201,Planeamiento,2015,17210,05,0.0,25900.0,0.0,25900.0,25900.0
64204,Planeamiento,2015,17210,05,0.0,28283.83,0.0,28283.83,28283.83
22601,Cánones,2015,43110,05,0.0,0.0,0.0,0.0,0.0
22106,Productos alimenticios,2015,32000,06,0.0,0.0,0.0,0.0,0.0
22608,Otros gastos diversos,2015,32000,06,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,32000,06,0.0,512.76,0.0,512.76,512.76
42102,Mancomunidades y consorcios,2015,32000,06,0.0,4500.0,0.0,4500.0,4500.0
42201,Otras entidades públicas,2015,32000,06,0.0,4682.38,0.0,4682.38,4681.98
42202,Otras entidades públicas,2015,32000,06,0.0,600.0,0.0,600.0,600.0
42203,Otras entidades públicas,2015,32000,06,0.0,4800.0,0.0,4800.0,4800.0
48101,Subvenciones a entidades y asociaciones,2015,32000,06,0.0,600.0,0.0,600.0,600.0
48102,Subvenciones a asociaciones,2015,32000,06,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,32610,06,0.0,9621.0,0.0,9621.0,9621.0
22001,Ordinario no inventariable,2015,33720,06,0.0,0.0,0.0,0.0,0.0
22601,Cánones,2015,33720,06,0.0,0.0,0.0,0.0,0.0
22606,Actividades socio-culturales,2015,33720,06,0.0,0.0,0.0,0.0,0.0
22699,Otros gastos diversos,2015,33720,06,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,33720,06,0.0,968.0,0.0,968.0,968.0
48101,Subvenciones a entidades y asociaciones,2015,33720,06,0.0,7000.0,0.0,7000.0,5935.89
22001,Ordinario no inventariable,2015,23000,07,0.0,0.0,0.0,0.0,0.0
22199,Otros suministros,2015,23000,07,0.0,0.0,0.0,0.0,0.0
22698,Otros gastos diversos,2015,23000,07,0.0,2670.0,0.0,2670.0,2659.15
23001,"Dietas, locomoción y traslado del personal",2015,23000,07,0.0,0.0,0.0,0.0,0.0
23901,Otras indemnizaciones,2015,23000,07,0.0,0.0,0.0,0.0,0.0
48001,Ayudas emergencia social,2015,23000,07,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,23100,07,0.0,0.0,0.0,0.0,0.0
22798,Otros trabajos exteriores,2015,23100,07,0.0,10150.0,0.0,10150.0,0.0
22799,Otros trabajos exteriores,2015,23100,07,0.0,0.0,0.0,0.0,0.0
48002,Proyectos extraordinarios para protección social,2015,23100,07,0.0,5800.0,0.0,5800.0,5550.0
22105,Vestuario,2015,23110,07,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,23110,07,0.0,0.0,0.0,0.0,0.0
48003,Subvenciones a familias,2015,23130,07,0.0,0.0,0.0,0.0,0.0
22699,Otros gastos diversos,2015,23160,07,0.0,3000.0,0.0,3000.0,186.15
22711,Otros trabajos exteriores,2015,23160,07,0.0,0.0,0.0,0.0,0.0
22712,Otros trabajos exteriores,2015,23160,07,0.0,362.1,0.0,362.1,0.0
22713,Otros trabajos exteriores,2015,23160,07,0.0,314.22,0.0,314.22,0.0
22799,Otros trabajos exteriores,2015,23160,07,0.0,1199.32,0.0,1199.32,0.0
22199,Otros suministros,2015,23170,07,0.0,0.0,0.0,0.0,0.0
22707,Estudios y trabajos técnicos,2015,23170,07,0.0,0.0,0.0,0.0,0.0
22798,Otros trabajos exteriores,2015,23170,07,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,23170,07,0.0,0.0,0.0,0.0,0.0
48003,Subvenciones a familias,2015,23170,07,0.0,3850.0,0.0,3850.0,3850.0
48103,Subvenciones a entidades y asociaciones,2015,32000,07,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,33000,08,0.0,0.0,0.0,0.0,0.0
22604,Jurídicos,2015,33000,08,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,33210,08,0.0,0.0,0.0,0.0,0.0
22606,Actividades socio-culturales,2015,33210,08,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,33210,08,0.0,0.0,0.0,0.0,0.0
62601,Equipos para procesos de información,2015,33210,08,0.0,0.0,0.0,0.0,0.0
22699,Otros gastos diversos,2015,33220,08,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,33220,08,0.0,1800.0,0.0,1800.0,0.0
22799,Otros trabajos exteriores,2015,33220,08,0.0,0.0,0.0,0.0,0.0
23001,"Dietas, locomoción y traslado del personal",2015,33220,08,0.0,0.0,0.0,0.0,0.0
48001,Ayudas emergencia social,2015,33220,08,0.0,7357.0,0.0,7357.0,2703.0
62702,Proyectos complejos,2015,33220,08,0.0,9000.0,0.0,9000.0,9000.0
64301,"Investigaciones, estudios y proyectos",2015,33220,08,0.0,18000.0,0.0,18000.0,17425.0
22799,Otros trabajos exteriores,2015,33300,08,0.0,0.0,0.0,0.0,0.0
22711,Otros trabajos exteriores,2015,33310,08,0.0,0.0,0.0,0.0,0.0
62599,Otros enseres,2015,33310,08,0.0,0.0,0.0,0.0,0.0
22702,Seguridad,2015,33320,08,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,33320,08,0.0,5022.41,0.0,5022.41,5022.41
22199,Otros suministros,2015,33400,08,0.0,0.0,0.0,0.0,0.0
22605,Reuniones y conferencias,2015,33400,08,0.0,0.0,0.0,0.0,0.0
22606,Actividades socio-culturales,2015,33400,08,0.0,2695.0,0.0,2695.0,2695.0
22692,Otros gastos,2015,33400,08,0.0,0.0,0.0,0.0,0.0
22695,Otros gastos diversos,2015,33400,08,0.0,16927.9,0.0,16927.9,16927.9
22697,Otros gastos diversos,2015,33400,08,0.0,0.0,0.0,0.0,0.0
22698,Otros gastos diversos,2015,33400,08,0.0,4187.81,0.0,4187.81,4187.81
22705,"Custodia, depósitos y almacenaje",2015,33400,08,0.0,0.0,0.0,0.0,0.0
22706,Procesos electorales,2015,33400,08,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,33400,08,0.0,0.0,0.0,0.0,0.0
48101,Subvenciones a entidades y asociaciones,2015,33400,08,0.0,3200.0,0.0,3200.0,3200.0
48102,Subvenciones a asociaciones,2015,33400,08,0.0,21113.51,0.0,21113.51,19089.22
48103,Subvenciones a entidades y asociaciones,2015,33400,08,0.0,8500.0,0.0,8500.0,8500.0
48104,Subvenciones a instituciones y entidades,2015,33400,08,0.0,8630.0,0.0,8630.0,8630.0
48105,Subvenciones extraordinarias,2015,33400,08,0.0,2163.83,0.0,2163.83,2163.83
48106,Subvenciones: instituciones y entidades,2015,33400,08,0.0,1280.0,0.0,1280.0,1280.0
48107,Subvenciones a instituciones y entidades,2015,33400,08,0.0,2400.0,0.0,2400.0,2400.0
22699,Otros gastos diversos,2015,33800,08,0.0,0.0,0.0,0.0,0.0
48101,Subvenciones a entidades y asociaciones,2015,33800,08,0.0,3250.0,0.0,3250.0,3249.99
22101,Energía eléctrica,2015,13000,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,13000,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,13000,09,0.0,0.0,0.0,0.0,0.0
21001,Infraestructura y bienes naturales,2015,15000,09,0.0,4954.7,0.0,4954.7,4954.7
21101,Edificios y otras construcciones,2015,15000,09,0.0,0.0,0.0,0.0,0.0
21103,Mantenimiento ascensores etc.,2015,15000,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,15000,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,15000,09,0.0,0.0,0.0,0.0,0.0
22104,Combustibles y carburantes,2015,15000,09,0.0,0.0,0.0,0.0,0.0
62401,Material de transporte,2015,15000,09,0.0,0.0,0.0,0.0,0.0
60101,Infraestructura y urbanización,2015,15320,09,0.0,24367.58,0.0,24367.58,24367.58
62302,Instalaciones,2015,16000,09,0.0,71893.0,0.0,71893.0,62494.37
21201,"Maquinaria, instalaciones y utillaje",2015,16100,09,0.0,12986.3,0.0,12986.3,12120.42
22101,Energía eléctrica,2015,16100,09,0.0,0.0,0.0,0.0,0.0
22102,Agua,2015,16100,09,0.0,0.0,0.0,0.0,0.0
21201,"Maquinaria, instalaciones y utillaje",2015,16220,09,0.0,1533.06,0.0,1533.06,1533.06
22711,Otros trabajos exteriores,2015,16220,09,0.0,674.1,0.0,674.1,674.1
62304,Utiles y herramientas,2015,16220,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,16300,09,0.0,0.0,0.0,0.0,0.0
21201,"Maquinaria, instalaciones y utillaje",2015,16500,09,0.0,16331.51,0.0,16331.51,16331.51
22101,Energía eléctrica,2015,16500,09,0.0,0.0,0.0,0.0,0.0
62301,Maquinaria,2015,16500,09,0.0,46526.93,0.0,46526.93,46526.93
22101,Energía eléctrica,2015,17000,09,0.0,0.0,0.0,0.0,0.0
22704,Contratos socio-culturales,2015,17000,09,0.0,11018.99,0.0,11018.99,11018.99
21001,Infraestructura y bienes naturales,2015,17100,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,17100,09,0.0,0.0,0.0,0.0,0.0
60101,Infraestructura y urbanización,2015,17100,09,0.0,38000.0,0.0,38000.0,38000.0
22103,Gas,2015,23000,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,23000,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,32300,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,32300,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,32300,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33000,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33210,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33210,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,33210,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2015,33300,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2015,33310,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33310,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33310,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,33310,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33320,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,33320,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33700,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33710,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33710,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,33710,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,33720,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33720,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,33720,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,33730,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,92000,09,0.0,0.0,0.0,0.0,0.0
22103,Gas,2015,92000,09,0.0,0.0,0.0,0.0,0.0
22701,Limpieza,2015,92000,09,0.0,0.0,0.0,0.0,0.0
22702,Seguridad,2015,92000,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2015,92900,09,0.0,0.0,0.0,0.0,0.0
22101,Energía eléctrica,2015,92900,09,0.0,0.0,0.0,0.0,0.0
21101,Edificios y otras construcciones,2015,93300,09,0.0,23763.29,0.0,23763.29,23448.09
22701,Limpieza,2015,93300,09,0.0,0.0,0.0,0.0,0.0
22001,Ordinario no inventariable,2015,33510,10,0.0,0.0,0.0,0.0,0.0
22698,Otros gastos diversos,2015,33510,10,0.0,1681.52,0.0,1681.52,1681.52
22699,Otros gastos diversos,2015,33510,10,0.0,0.0,0.0,0.0,0.0
22797,Otros trabajos exteriores,2015,33510,10,0.0,4000.0,0.0,4000.0,4000.0
48101,Subvenciones a entidades y asociaciones,2015,33510,10,0.0,0.0,0.0,0.0,0.0
48102,Subvenciones a asociaciones,2015,33510,10,0.0,1400.0,0.0,1400.0,1400.0
48103,Subvenciones a entidades y asociaciones,2015,33510,10,0.0,4800.0,0.0,4800.0,4800.0
48104,Subvenciones a instituciones y entidades,2015,33510,10,0.0,12867.32,0.0,12867.32,12867.32
60901,Otras inversiones,2015,33510,10,0.0,25000.0,0.0,25000.0,3100.0
22001,Ordinario no inventariable,2015,33520,10,0.0,0.0,0.0,0.0,0.0
22605,Reuniones y conferencias,2015,33520,10,0.0,0.0,0.0,0.0,0.0
43101,Organismos autónomos,2015,23190,11,0.0,0.0,0.0,0.0,0.0
43101,Organismos autónomos,2015,32600,11,0.0,0.0,0.0,0.0,0.0
43101,Organismos autónomos,2015,34000,11,0.0,0.0,0.0,0.0,0.0
20101,Edificios y otras construcciones,2015,13000,12,0.0,598.95,0.0,598.95,598.95
21201,"Maquinaria, instalaciones y utillaje",2015,13000,12,0.0,539.6,0.0,539.6,539.6
21301,Material de transporte,2015,13000,12,0.0,511.38,0.0,511.38,511.38
22001,Ordinario no inventariable,2015,13000,12,0.0,0.0,0.0,0.0,0.0
22105,Vestuario,2015,13000,12,0.0,0.0,0.0,0.0,0.0
22199,Otros suministros,2015,13000,12,0.0,0.0,0.0,0.0,0.0
22699,Otros gastos diversos,2015,13000,12,0.0,0.0,0.0,0.0,0.0
22702,Seguridad,2015,13000,12,0.0,2281.71,0.0,2281.71,2281.71
22705,"Custodia, depósitos y almacenaje",2015,13000,12,0.0,0.0,0.0,0.0,0.0
23001,"Dietas, locomoción y traslado del personal",2015,13000,12,0.0,0.0,0.0,0.0,0.0
62302,Instalaciones,2015,13000,12,0.0,37526.76,0.0,37526.76,37526.76
64206,Planeamiento,2015,13000,12,0.0,2226.4,0.0,2226.4,2226.4
21201,"Maquinaria, instalaciones y utillaje",2015,13300,12,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,13310,12,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,13320,12,0.0,0.0,0.0,0.0,0.0
22199,Otros suministros,2015,13330,12,0.0,0.0,0.0,0.0,0.0
22799,Otros trabajos exteriores,2015,13330,12,0.0,0.0,0.0,0.0,0.0
62201,Edificios y otras construcciones,2015,13330,12,0.0,0.0,0.0,0.0,0.0
22199,Otros suministros,2015,13500,12,0.0,0.0,0.0,0.0,0.0
60101,Infraestructura y urbanización,2015,15320,12,0.0,0.0,0.0,0.0,0.0
47101,Otras empresas,2015,44110,12,0.0,0.0,0.0,0.0,0.0
47202,Otras empresas,2015,44110,12,0.0,0.0,0.0,0.0,0.0
62301,Maquinaria,2015,44110,12,0.0,0.0,0.0,0.0,0.0
62201,Edificios y otras construcciones,2015,44200,12,0.0,0.0,0.0,0.0,0.0
22699,Otros gastos diversos,2015,23150,13,0.0,7250.14,0.0,7250.14,5068.0
48001,Ayudas emergencia social,2015,23150,13,0.0,6000.0,0.0,6000.0,6000.0
48002,Proyectos extraordinarios para protección social,2015,23150,13,0.0,500.0,0.0,500.0,500.0
22704,Contratos socio-culturales,2015,32700,14,0.0,6239.99,0.0,6239.99,6239.99
22799,Otros trabajos exteriores,2015,32700,14,0.0,278.95,0.0,278.95,278.94
48002,Proyectos extraordinarios para protección social,2015,32700,14,0.0,41800.18,0.0,41800.18,23736.43
22697,Otros gastos diversos,2016,32701,01,10000.0,0.0,0.0,10000.0,9708.07
22699,Otros gastos diversos,2016,32702,01,25000.0,0.0,0.0,25000.0,5747.5
48102,Subvenciones a asociaciones,2016,43000,01,10000.0,0.0,0.0,10000.0,7464.0
22002,"Prensa, revista, libros y otras publicaciones",2016,91200,01,2500.0,0.0,0.0,2500.0,0.0
22601,Cánones,2016,91200,01,4600.0,0.0,0.0,4600.0,4507.59
22602,Atenciones protocolarias y representativas,2016,91200,01,10000.0,0.0,0.0,10000.0,10951.47
22603,"Publicaciones, publicidad y propaganda",2016,91200,01,29000.0,0.0,5049.33,23950.67,22596.58
22698,Otros gastos diversos,2016,91200,01,5000.0,0.0,0.0,5000.0,4658.5
23101,"Dietas, locomoción y traslado de altos cargos",2016,91200,01,2000.0,0.0,0.0,2000.0,466.63
23901,Otras indemnizaciones,2016,91200,01,80000.0,0.0,0.0,80000.0,72685.8
48102,Subvenciones a asociaciones,2016,91200,01,118000.0,0.0,0.0,118000.0,117301.2
11001,Retribuciones básicas y otras remuneraciones,2016,13000,02,0.0,0.0,0.0,0.0,5917.42
12001,Retribuciones básicas,2016,13000,02,1045977.8,0.0,0.0,1045977.8,688689.97
12002,Retribuciones básicas,2016,13000,02,11668.58,0.0,0.0,11668.58,160650.88
12101,Complemento de destino,2016,13000,02,2154002.45,0.0,0.0,2154002.45,1938955.32
12102,Complemento específico,2016,13000,02,25269.44,0.0,0.0,25269.44,542458.95
13101,Laboral temporal,2016,13000,02,20000.0,0.0,0.0,20000.0,1938.93
13102,Laboral temporal,2016,13000,02,0.0,0.0,0.0,0.0,14336.0
16001,Seguridad social,2016,13000,02,916821.71,0.0,0.0,916821.71,818794.12
12002,Retribuciones básicas,2016,13200,02,0.0,0.0,0.0,0.0,2023.91
12102,Complemento específico,2016,13200,02,0.0,0.0,0.0,0.0,6351.02
16001,Seguridad social,2016,13200,02,0.0,0.0,0.0,0.0,3032.16
