Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago,Año,Funcional,Dirección,Capítulo,Sección,Orgánica
1 02.227.97.334.00 2021,6132.0,Gestión Taller creativo,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,2021,33400,,2,,02
1 02.227.98.132.00 2021,4522.0,Perros abandonados,4000.0,4000.0,0.0,306.76,3693.24,306.76,306.76,306.76,306.76,2021,13200,,2,,02
1 02.227.98.162.10 2021,6400.0,Recogida residuos,1873600.0,1873600.0,0.0,138375.13,1735224.87,138375.13,138375.13,138375.13,0.0,2021,16210,,2,,02
1 02.227.98.231.03 2021,6134.0,Progr.Haurren herria.,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,2021,23103,,2,,02
1 02.227.98.231.03 2020,6696.0,PROGR. HAURREN HERRIA,0.0,0.0,0.0,6637.8,-6637.8,2637.8,0.0,0.0,0.0,2020,23103,,2,,02
1 02.227.98.334.00 2021,4548.0,Contrato servicio Cine,26700.0,26700.0,0.0,26668.4,31.6,26668.4,3333.55,3333.55,3333.55,2021,33400,,2,,02
1 02.227.98.334.00 2020,6697.0,KONTRAT.ZINEMA ZERBITZUA,0.0,0.0,0.0,20001.3,-20001.3,20001.3,0.0,0.0,0.0,2020,33400,,2,,02
1 02.227.98.341.00 2021,6135.0,Progr. Eskola Kirola,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,34100,,2,,02
1 02.227.98.342.00 2021,4524.0,Servicio socorrista,125000.0,125000.0,0.0,9964.24,115035.76,9964.24,9964.24,9964.24,0.0,2021,34200,,2,,02
1 02.227.98.342.01 2021,4525.0,Mantenimiento,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,2021,34201,,2,,02
1 02.227.98.432.00 2021,6622.0,CONVENIO BEHEMENDI. BETERRI-BURUNTZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,43200,,2,,02
1 02.227.98.933.00 2021,5622.0,Banco Alimentos,13100.0,13100.0,0.0,13068.0,32.0,13068.0,2178.0,2178.0,2178.0,2021,93300,,2,,02
1 02.227.99.231.00 2021,5891.0,Genero,37600.0,37600.0,0.0,37631.0,-31.0,37631.0,3135.92,3135.92,0.0,2021,23100,,2,,02
1 02.227.99.231.03 2021,6137.0,Gazteria.Cursos,8000.0,8000.0,0.0,570.6,7429.4,570.6,126.8,126.8,126.8,2021,23103,,2,,02
1 02.227.99.231.03 2020,6699.0,GAZTERIA IKASTAROAK,0.0,0.0,0.0,2445.9,-2445.9,0.0,0.0,0.0,0.0,2020,23103,,2,,02
1 02.227.99.323.30 2021,4527.0,Servicio comedor,61500.0,61500.0,0.0,40494.72,21005.28,40494.72,5061.85,5061.85,5061.85,2021,32330,,2,,02
1 02.227.99.334.00 2021,5619.0,Apoyo produccion cultural,24000.0,24000.0,0.0,1716.99,22283.01,1716.99,1716.99,1716.99,1716.99,2021,33400,,2,,02
1 02.227.99.334.10 2021,4528.0,Servicio Talleres,39000.0,39000.0,0.0,26247.6,12752.4,26247.6,2536.0,2536.0,2536.0,2021,33410,,2,,02
1 02.227.99.334.10 2020,6700.0,KONTRATUA.AUZOET.HAUR TAILERRAK.,0.0,0.0,0.0,6736.25,-6736.25,6736.25,0.0,0.0,0.0,2020,33410,,2,,02
1 02.227.99.337.00 2021,4529.0,Servicio Udalekuak,26500.0,26500.0,0.0,0.0,26500.0,0.0,0.0,0.0,0.0,2021,33700,,2,,02
1 02.227.99.341.00 2021,5892.0,Progr. Osasun Mapeoa,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,34100,,2,,02
1 02.227.99.341.00 2020,6701.0,PROGRAMA.OSASUN MAPEOA IKASTETXEETAN,0.0,0.0,0.0,10000.0,-10000.0,0.0,0.0,0.0,0.0,2020,34100,,2,,02
1 02.227.99.341.00 2019,6220.0,PROGRAMA.OSASUN MAPEOA IKASTETXEETAN,0.0,0.0,0.0,4044.1,-4044.1,0.0,0.0,0.0,0.0,2019,34100,,2,,02
1 02.227.99.342.00 2021,4530.0,Otros contratos,12000.0,12000.0,0.0,3257.83,8742.17,3257.83,158.51,158.51,0.0,2021,34200,,2,,02
1 02.227.99.342.00 2020,6702.0,BESTE KONTRATUAK: KIROLDEGIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,34200,,2,,02
1 02.227.99.342.01 2021,4531.0,Servicio socorrista,125000.0,125000.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,2021,34201,,2,,02
1 02.227.99.414.00 2021,6401.0,Aportacion. Asociacion Behemendi,27000.0,27000.0,0.0,6524.58,20475.42,6524.58,0.0,0.0,0.0,2021,41400,,2,,02
1 02.227.99.432.00 2021,4544.0,Convenio asociacion Behemendi,16300.0,16300.0,0.0,14931.49,1368.51,14931.49,0.0,0.0,0.0,2021,43200,,2,,02
1 02.227.99.920.00 2021,4533.0,Otros contratos,30000.0,30000.0,0.0,10300.96,19699.04,10300.96,1225.96,1225.96,0.0,2021,92000,,2,,02
1 02.227.99.920.00 2020,6703.0,HAINB.KONTRATU ADMIN.OROKORRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,92000,,2,,02
1 02.227.99.920.10 2021,6402.0,Procesos seleccion personal,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2021,92010,,2,,02
1 02.227.99.920.11 2021,4534.0,Servicio Seguridad-salud laboral,21000.0,21000.0,0.0,5045.75,15954.25,5045.75,5045.75,5045.75,0.0,2021,92011,,2,,02
1 02.227.99.920.20 2021,4880.0,Trabajos exteriores,25000.0,25000.0,0.0,23213.48,1786.52,23213.48,0.0,0.0,0.0,2021,92020,,2,,02
1 02.227.99.920.20 2020,6704.0,INFORMATIKA KANPOKO ENPRESEN LANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,92020,,2,,02
1 02.227.99.920.30 2021,5186.0,Patrimonio,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,92030,,2,,02
1 02.230.01.920.10 2021,4536.0,Dietas personal,7000.0,7000.0,0.0,1035.27,5964.73,1035.27,1035.27,1035.27,1035.27,2021,92010,,2,,02
1 02.369.01.011.00 2021,4539.0,Gastos financieros,2000.0,2000.0,0.0,113.19,1886.81,113.19,113.19,113.19,113.19,2021,01100,,3,,02
1 02.421.01.162.20 2021,6403.0,Aportacion SanMarcos,260000.0,260000.0,0.0,267838.19,-7838.19,267838.19,43023.25,43023.25,0.0,2021,16220,,4,,02
1 02.422.01.241.00 2021,4545.0,Convenio comarcal Beterri,140000.0,140000.0,0.0,0.0,140000.0,0.0,0.0,0.0,0.0,2021,24100,,4,,02
1 02.422.01.326.03 2021,4541.0,Subvenciones.EPA,3600.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,2021,32603,,4,,02
1 02.431.01.231.90 2021,5623.0,Aportacion ordinaria,2637000.0,2637000.0,0.0,26456.35,2610543.65,26456.35,24316.9,24316.9,663.76,2021,23190,,4,,02
1 02.431.01.943.20 2021,4547.0,Aportacion. Udala-Ereñotzu,352000.0,352000.0,0.0,16661.97,335338.03,16661.97,5640.52,5640.52,1083.45,2021,94320,,4,,02
1 02.480.01.151.10 2019,6328.0,DIRULAG-ETXEBIZITZA BIRGAITZE LANAK,0.0,0.0,0.0,100000.0,-100000.0,0.0,0.0,0.0,0.0,2019,15110,,4,,02
1 02.480.01.231.03 2021,6343.0,Subv.Alquiler vivienda,76500.0,76500.0,0.0,0.0,76500.0,0.0,0.0,0.0,0.0,2021,23103,,4,,02
1 02.480.01.231.03 2019,6225.0,ALOKAIRU DIRULAGUNTZAK-GAZTERIA,0.0,0.0,0.0,8938.19,-8938.19,2250.0,0.0,0.0,0.0,2019,23103,,4,,02
1 02.480.01.231.04 2021,6344.0,Subv.Alguiler vivienda,56500.0,56500.0,0.0,0.0,56500.0,0.0,0.0,0.0,0.0,2021,23104,,4,,02
1 02.480.01.231.04 2019,6226.0,ALOKAIRU DIRULAGUNTZAK HELDUAK,0.0,0.0,0.0,16002.0,-16002.0,5125.0,0.0,0.0,0.0,2019,23104,,4,,02
1 02.480.01.334.00 2021,5624.0,Subv.Creacion Artistica,10000.0,10000.0,0.0,100.0,9900.0,100.0,100.0,100.0,100.0,2021,33400,,4,,02
1 02.480.01.334.00 2020,6705.0,BEKAK-ARTE SORKUNTZA,0.0,0.0,0.0,10000.0,-10000.0,0.0,0.0,0.0,0.0,2020,33400,,4,,02
1 02.480.01.334.00 2019,6228.0,BEKAK-ARTE SORKUNTZA,0.0,0.0,0.0,5000.0,-5000.0,5000.0,0.0,0.0,0.0,2019,33400,,4,,02
1 02.480.01.335.10 2021,4550.0,Becas Euskaltegia,28000.0,28000.0,0.0,28000.0,0.0,8887.63,8887.63,8887.63,8887.63,2021,33510,,4,,02
1 02.480.01.431.00 2020,6627.0,Subvenciones-Covid19-Microempresas,0.0,0.0,0.0,5200.0,-5200.0,0.0,0.0,0.0,0.0,2020,43100,,4,,02
1 02.480.01.920.30 2021,4561.0,Beca investigacion,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2021,92030,,4,,02
1 02.480.01.920.30 2020,6706.0,BEKAK-KULTUR ONDAREA,0.0,0.0,0.0,8000.0,-8000.0,0.0,0.0,0.0,0.0,2020,92030,,4,,02
1 02.480.01.920.30 2019,6229.0,BEKAK-KULTUR ONDAREA,0.0,0.0,0.0,4000.0,-4000.0,4000.0,4000.0,4000.0,0.0,2019,92030,,4,,02
1 02.481.01.135.00 2021,4883.0,Convenio Asociación Dya,3500.0,3500.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,2021,13500,,4,,02
1 02.481.01.231.01 2021,4551.0,Cuota.Euskal Fondoa,3900.0,3900.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,2021,23101,,4,,02
1 02.481.01.241.00 2021,6140.0,Subvencion nominativa KARABELEKO,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,2021,24100,,4,,02
1 02.481.01.241.00 2020,6707.0,DIRULAG. KARABELEKO ELKARTEA,0.0,0.0,0.0,4800.0,-4800.0,4800.0,0.0,0.0,0.0,2020,24100,,4,,02
1 02.481.01.323.00 2021,4553.0,Subv.Actividades escolares,18400.0,18400.0,0.0,0.0,18400.0,0.0,0.0,0.0,0.0,2021,32300,,4,,02
1 02.481.01.323.00 2020,6708.0,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,0.0,0.0,0.0,3677.33,-3677.33,3677.33,0.0,0.0,0.0,2020,32300,,4,,02
1 02.481.01.334.00 2021,4555.0,Subv. Concurrencia,82000.0,82000.0,0.0,0.0,82000.0,0.0,0.0,0.0,0.0,2021,33400,,4,,02
1 02.481.01.334.00 2020,6709.0,DIRULAG:KULTURA(NORGEHIAGOKA),0.0,0.0,0.0,24091.23,-24091.23,18605.84,0.0,0.0,0.0,2020,33400,,4,,02
1 02.481.01.334.20 2021,4556.0,Convenio Musika Banda,83500.0,83500.0,0.0,83500.0,0.0,83500.0,13916.68,13916.68,6958.34,2021,33420,,4,,02
1 02.481.01.334.30 2021,4557.0,Convenio Txistulari Taldea,38800.0,38800.0,0.0,38813.0,-13.0,38813.0,6468.84,6468.84,0.0,2021,33430,,4,,02
1 02.481.01.335.00 2021,4558.0,Subvencion concurrencia,51000.0,51000.0,0.0,51000.0,0.0,34234.7,17277.85,17277.85,0.0,2021,33500,,4,,02
1 02.481.01.341.00 2021,4559.0,Subv.concurrencia,55000.0,55000.0,0.0,0.0,55000.0,0.0,0.0,0.0,0.0,2021,34100,,4,,02
1 02.481.01.341.00 2020,6710.0,DIRULAG:KIROL EKINTZAK,0.0,0.0,0.0,55000.0,-55000.0,0.0,0.0,0.0,0.0,2020,34100,,4,,02
1 02.481.01.431.00 2021,4552.0,Conveio asociación Berriak,27000.0,27000.0,0.0,27000.0,0.0,27000.0,16200.0,16200.0,16200.0,2021,43100,,4,,02
1 02.481.01.431.00 2020,6711.0,BERRIAK ELKARTEA-HITZARMENA,0.0,0.0,0.0,10800.0,-10800.0,10800.0,0.0,0.0,0.0,2020,43100,,4,,02
1 02.481.02.231.01 2021,4562.0,Subv.Cooperacion al Desarrollo,167000.0,167000.0,0.0,0.0,167000.0,0.0,0.0,0.0,0.0,2021,23101,,4,,02
1 02.481.02.231.01 2020,6712.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,0.0,0.0,0.0,179622.0,-179622.0,0.0,0.0,0.0,0.0,2020,23101,,4,,02
1 02.481.02.231.01 2019,6237.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,0.0,0.0,0.0,171848.48,-171848.48,171848.48,0.0,0.0,0.0,2019,23101,,4,,02
1 02.481.02.231.01 2018,6236.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,0.0,0.0,0.0,43807.75,-43807.75,43807.75,0.0,0.0,0.0,2018,23101,,4,,02
1 02.481.02.334.10 2021,4564.0,Subv.Concurrencia,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,2021,33410,,4,,02
1 02.481.02.334.10 2020,6713.0,DIRULAG:AUZO ELKARTEAK,0.0,0.0,0.0,53362.83,-53362.83,4034.29,0.0,0.0,0.0,2020,33410,,4,,02
1 02.481.02.335.00 2021,4565.0,Subvencion Directas,142200.0,142200.0,0.0,0.0,142200.0,0.0,0.0,0.0,0.0,2021,33500,,4,,02
1 02.481.02.335.00 2020,6714.0,DIRULAG.:EUSKARA (ZUZENAK),0.0,0.0,0.0,17884.5,-17884.5,11838.43,10905.0,10905.0,0.0,2020,33500,,4,,02
1 02.481.02.341.00 2021,5188.0,Subv. Eskola Kirola,55500.0,55500.0,0.0,0.0,55500.0,0.0,0.0,0.0,0.0,2021,34100,,4,,02
1 02.481.02.341.00 2020,6715.0,DIRULAGUNTZAK ESKOLA-KIROLA,0.0,0.0,0.0,40000.0,-40000.0,40000.0,0.0,0.0,0.0,2020,34100,,4,,02
1 02.481.02.431.00 2021,6334.0,Bonos-consumo-Comercio,300000.0,300000.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,2021,43100,,4,,02
1 02.481.03.231.01 2021,4885.0,Proyectos Euskal Fondoa,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2021,23101,,4,,02
1 02.481.03.231.02 2021,4568.0,Convenio Asociacion Amher,65000.0,65000.0,0.0,27083.33,37916.67,27083.33,16250.0,16250.0,16250.0,2021,23102,,4,,02
1 02.481.03.341.00 2021,4569.0,Subv. Club-deporte,79800.0,79800.0,0.0,0.0,79800.0,0.0,0.0,0.0,0.0,2021,34100,,4,,02
1 02.481.03.341.00 2020,6716.0,DIRULAG:KLUBAK,0.0,0.0,0.0,1328.0,-1328.0,1328.0,0.0,0.0,0.0,2020,34100,,4,,02
1 02.481.04.341.00 2021,4571.0,Subv.concurrencia deporte,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2021,34100,,4,,02
1 02.481.04.341.00 2020,6717.0,DIRULAG.KIROL EKINTZAK.EZOHIKOAK,0.0,0.0,0.0,6000.0,-6000.0,0.0,0.0,0.0,0.0,2020,34100,,4,,02
1 02.481.05.924.00 2021,4572.0,Subvencion. Auzolan,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2021,92400,,4,,02
1 02.481.05.924.00 2020,6718.0,DIRULAG.AUZOLAN PROGRAMAK,0.0,0.0,0.0,665.5,-665.5,665.5,532.4,532.4,0.0,2020,92400,,4,,02
1 02.500.01.929.00 2021,4509.0,Credito Global-Imprevistos,399420.0,399420.0,42588.0,0.0,356832.0,0.0,0.0,0.0,0.0,2021,92900,,5,,02
1 02.500.04.929.00 2021,5844.0,Credito Global-Inversiones,385000.0,385000.0,0.0,0.0,385000.0,0.0,0.0,0.0,0.0,2021,92900,,5,,02
1 02.600.01.414.00 2020,6629.0,Compra terrenos,30000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,2020,41400,,6,,02
1 02.600.01.414.00 2019,6244.0,LURSAIL EROSKETA,0.0,0.0,0.0,50000.0,-50000.0,0.0,0.0,0.0,0.0,2019,41400,,6,,02
1 02.601.01.151.10 2019,6326.0,LATSUNBE SORGINTXULO OINEZKOEN BIDEA-BID,0.0,0.0,0.0,150000.0,-150000.0,0.0,0.0,0.0,0.0,2019,15110,,6,,02
1 02.601.01.151.20 2018,6245.0,GALARRETA SIST OROKORRA,0.0,0.0,0.0,727061.0,-727061.0,65340.0,0.0,0.0,0.0,2018,15120,,6,,02
1 02.601.02.151.10 2019,6250.0,SANTA BARBARA HARROBIA,0.0,0.0,0.0,17908.0,-17908.0,17908.0,0.0,0.0,0.0,2019,15110,,6,,02
1 02.601.02.151.10 2018,6249.0,URBIETA KALEA PEATONALIZAZIOA,0.0,0.0,0.0,249153.0,-249153.0,5759.6,0.0,0.0,0.0,2018,15110,,6,,02
1 02.601.02.151.10 2016,6248.0,LANDARE POLIGONO BIDEA,0.0,0.0,0.0,387740.05,-387740.05,0.0,0.0,0.0,0.0,2016,15110,,6,,02
1 02.601.02.151.10 2015,6247.0,URBANIZAZIO EJEKUZIO DIFERITUAK-2015,0.0,0.0,0.0,40727.43,-40727.43,0.0,0.0,0.0,0.0,2015,15110,,6,,02
1 02.601.03.151.10 2019,6327.0,LIZEAGA-MAGDALENA-URBANIZAZIOA,0.0,0.0,0.0,160000.0,-160000.0,9982.5,0.0,0.0,0.0,2019,15110,,6,,02
1 02.601.03.151.10 2018,6251.0,URBANIZAZIOA.PORTU-ELIZATXO,0.0,0.0,0.0,137159.17,-137159.17,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.601.04.151.10 2018,6252.0,BESTE URBANIZAZIOAK. LATSUNBE 13-20,0.0,0.0,0.0,20000.0,-20000.0,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.601.14.151.10 2017,6254.0,URBIETA KALEA PEATONALIZAZIOA,0.0,0.0,0.0,3751.0,-3751.0,3751.0,0.0,0.0,0.0,2017,15110,,6,,02
1 02.601.16.151.10 2018,6325.0,SANEAMENDU TANKEA-Akarregi,0.0,0.0,0.0,162000.0,-162000.0,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.622.02.231.00 2017,6259.0,EMAKUMEEN ETXEA EGOKITZEA,0.0,0.0,0.0,141382.73,-141382.73,92995.58,0.0,0.0,0.0,2017,23100,,6,,02
1 02.622.02.334.00 2018,6260.0,SANDIUSTERRI BERRITZEA-DANTZA-MUSIKA,0.0,0.0,0.0,719919.4,-719919.4,26015.0,0.0,0.0,0.0,2018,33400,,6,,02
1 02.622.02.432.00 2020,6630.0,Obras oficina Turismo,0.0,0.0,0.0,70000.0,-70000.0,0.0,0.0,0.0,0.0,2020,43200,,6,,02
1 02.622.02.933.00 2018,6261.0,LOKAL EROSKETA,0.0,0.0,0.0,150000.0,-150000.0,0.0,0.0,0.0,0.0,2018,93300,,6,,02
1 02.622.03.334.00 2018,6262.0,MILAGROSA ERAIKINA BERRITU,0.0,0.0,0.0,52523.73,-52523.73,12254.23,0.0,0.0,0.0,2018,33400,,6,,02
1 02.622.04.334.00 2018,6263.0,AVE MARIA ERAIKINA,0.0,0.0,0.0,783519.9,-783519.9,0.0,0.0,0.0,0.0,2018,33400,,6,,02
1 02.623.01.162.10 2019,6265.0,KAMIOIA-ORGANIKOA,0.0,0.0,0.0,125114.0,-125114.0,125114.0,0.0,0.0,0.0,2019,16210,,6,,02
1 02.623.01.162.10 2017,6264.0,MAKINARIA-BARREDORA,0.0,0.0,0.0,148262.0,-148262.0,0.0,0.0,0.0,0.0,2017,16210,,6,,02
1 02.623.01.342.00 2017,6266.0,HAIZE SISTEMA.KIROLDEGIA,0.0,0.0,0.0,157784.03,-157784.03,155840.65,0.0,0.0,0.0,2017,34200,,6,,02
1 02.623.02.172.40 2020,6631.0,Plan Energia. Inversiones,0.0,0.0,0.0,39667.0,-39667.0,39665.99,0.0,0.0,0.0,2020,17240,,6,,02
1 02.625.01.231.00 2019,6270.0,ALTZARIAK-EMAKUMEAREN ETXEA,0.0,0.0,0.0,146734.57,-146734.57,67107.93,0.0,0.0,0.0,2019,23100,,6,,02
1 02.625.01.920.00 2021,4887.0,MOBILIARIO,0.0,0.0,0.0,585.64,-585.64,585.64,0.0,0.0,0.0,2021,92000,,6,,02
1 02.625.02.151.10 2021,6404.0,Inpresora,15000.0,15000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,2021,15110,,6,,02
1 02.626.01.231.03 2020,6654.0,Gaztelekua-remodelacion,0.0,0.0,0.0,122.44,-122.44,122.44,0.0,0.0,0.0,2020,23103,,6,,02
1 02.626.01.333.00 2019,6272.0,BITERI KULTUR ETXEA-OBRAK,0.0,0.0,0.0,187547.25,-187547.25,9135.5,0.0,0.0,0.0,2019,33300,,6,,02
1 02.626.01.920.20 2021,4580.0,Equipos informatica,25000.0,25000.0,0.0,4440.28,20559.72,4440.28,156.09,156.09,156.09,2021,92020,,6,,02
1 02.629.01.342.00 2020,6632.0,Otras inversiones Kiroldegia,0.0,0.0,0.0,6578.77,-6578.77,6578.77,0.0,0.0,0.0,2020,34200,,6,,02
1 02.629.01.342.00 2019,6275.0,INBERTSIOAK KIROLDEGIA,0.0,0.0,0.0,34764.48,-34764.48,29764.48,0.0,0.0,0.0,2019,34200,,6,,02
1 02.629.01.342.02 2020,6633.0,Zubipe,0.0,0.0,0.0,7008.27,-7008.27,7008.27,0.0,0.0,0.0,2020,34202,,6,,02
1 02.643.01.151.10 2018,6277.0,Planeamiento.Visión género,0.0,0.0,0.0,50000.0,-50000.0,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.643.01.151.10 2017,6276.0,PROIEKTU TEKNIKOAK.HIRIGINTZA,0.0,0.0,0.0,47044.8,-47044.8,47044.8,0.0,0.0,0.0,2017,15110,,6,,02
1 02.643.02.151.10 2020,6634.0,Proyectos técnicos,0.0,0.0,0.0,131273.5,-131273.5,64723.5,0.0,0.0,0.0,2020,15110,,6,,02
1 02.643.03.151.10 2020,6635.0,Bajada Apeadero-Proyecto,0.0,0.0,0.0,40000.0,-40000.0,0.0,0.0,0.0,0.0,2020,15110,,6,,02
1 02.823.01.931.00 2021,4588.0,Anticipos personal,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,93100,,8,,02
1 05.200.02.133.00 2021,4591.0,Adif-terrenos,1050.0,1050.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,2021,13300,,2,,05
1 05.210.01.153.20 2021,4592.0,Mantenimiento,110000.0,110000.0,0.0,79025.72,30974.28,79025.72,940.9,940.9,0.0,2021,15320,,2,,05
1 05.210.01.153.20 2020,6724.0,Mantenimiento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,15320,,2,,05
1 05.210.01.153.70 2021,4593.0,Mantenimiento caminos rurales,12000.0,12000.0,0.0,1089.0,10911.0,1089.0,0.0,0.0,0.0,2021,15370,,2,,05
1 05.210.01.153.70 2020,6657.0,LANDA BIDEA. MANTENUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,15370,,2,,05
1 05.210.01.160.00 2021,4594.0,Mantenimiento sistema saneamiento,25000.0,25000.0,0.0,6086.13,18913.87,6086.13,3944.13,3944.13,0.0,2021,16000,,2,,05
1 05.210.01.160.00 2020,6658.0,SANEAMENDU-ARAZKETA.MANTENUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16000,,2,,05
1 05.210.01.160.00 2019,6282.0,SANEAMENDU-ARAZKETA.MANTENUA,0.0,0.0,0.0,8994.6,-8994.6,8994.6,0.0,0.0,0.0,2019,16000,,2,,05
1 05.210.01.161.00 2021,4595.0,Mantenimiento sistema aguas,40000.0,40000.0,0.0,6288.95,33711.05,6288.95,2570.52,2570.52,0.0,2021,16100,,2,,05
1 05.210.01.161.00 2020,6659.0,UR SAREA.MANTENUA,0.0,0.0,0.0,61892.52,-61892.52,0.0,0.0,0.0,0.0,2020,16100,,2,,05
1 05.210.01.161.00 2019,6283.0,UR SAREA.MANTENUA,0.0,0.0,0.0,1800.0,-1800.0,1800.0,0.0,0.0,0.0,2019,16100,,2,,05
1 05.210.01.165.00 2021,4596.0,Alumbrado público,40000.0,40000.0,0.0,19313.52,20686.48,19313.52,2122.06,2122.06,0.0,2021,16500,,2,,05
1 05.210.01.165.00 2020,6660.0,KALEKO ARGIKUNTZA SAREA.MANTENUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16500,,2,,05
1 05.210.01.171.00 2021,4597.0,Mantenimiento Parque y jardines,16000.0,16000.0,0.0,8443.69,7556.31,8443.69,0.0,0.0,0.0,2021,17100,,2,,05
1 05.210.01.171.00 2020,6661.0,BESTE LANAK:PARKEAK ETA LORATEGIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17100,,2,,05
1 05.211.01.132.00 2021,4599.0,Mantenimiento,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,13200,,2,,05
1 05.211.01.153.40 2021,4600.0,Mantenimiento,4000.0,4000.0,0.0,70.05,3929.95,70.05,70.05,70.05,0.0,2021,15340,,2,,05
1 05.211.01.164.00 2021,4601.0,Mantenimiento cementrio,9000.0,9000.0,0.0,696.59,8303.41,696.59,696.59,696.59,0.0,2021,16400,,2,,05
1 05.211.01.241.00 2021,5632.0,mantenimiento edificio,1000.0,1000.0,0.0,122.14,877.86,122.14,122.14,122.14,0.0,2021,24100,,2,,05
1 05.211.01.311.01 2021,4602.0,Mantenimiento WC,1000.0,1000.0,0.0,30.25,969.75,30.25,30.25,30.25,0.0,2021,31101,,2,,05
1 05.211.01.323.10 2021,4603.0,Mantenimiento centros escolares,50000.0,50000.0,0.0,7714.18,42285.82,7714.18,1120.89,1120.89,0.0,2021,32310,,2,,05
1 05.211.01.323.10 2020,6664.0,IKASTETXEAK-MANTENUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,32310,,2,,05
1 05.211.01.323.10 2017,6285.0,IKASTETXEAK-MANTENUA,0.0,0.0,0.0,2178.0,-2178.0,2178.0,0.0,0.0,0.0,2017,32310,,2,,05
1 05.211.01.323.30 2021,4604.0,Mantenimiento Haur eskola,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,32330,,2,,05
1 05.211.01.326.01 2021,4605.0,Mantenimiento Musika Eskola,1000.0,1000.0,0.0,1797.3,-797.3,1797.3,0.0,0.0,0.0,2021,32601,,2,,05
1 05.211.01.326.03 2021,4606.0,Mantenimiento,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,32603,,2,,05
1 05.211.01.333.00 2021,6148.0,Mantenimiento Kultur Etxea,8000.0,8000.0,0.0,1054.52,6945.48,1054.52,126.81,126.81,0.0,2021,33300,,2,,05
1 05.211.01.333.00 2020,6665.0,MANTEN ERAIKINA:KULTUR ETXEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33300,,2,,05
1 05.211.01.335.10 2021,5194.0,Mantenimiento Euskaltegia,1000.0,1000.0,0.0,738.04,261.96,738.04,738.04,738.04,0.0,2021,33510,,2,,05
1 05.211.01.920.02 2021,4609.0,Mantenimiento Edificios,100000.0,100000.0,0.0,21978.81,78021.19,21978.81,10679.59,10679.59,689.14,2021,92002,,2,,05
