Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.120.01.335.30 2019,4267.0,FUNTZIONARIOA.SOLDATA.OINARRIA.EUSKARA P,19554.0,19554.0,0.0,15724.21,3829.79,15724.21,15724.21,15724.21,15724.21,2019,33530,,1,,01
1 01.120.01.335.40 2019,5609.0,FUNTZIONARIOA.SOLDATA.OINARRIA.UDALEKUAK,45511.0,45511.0,0.0,53486.89,-7975.89,53486.89,53486.89,53486.89,53486.89,2019,33540,,1,,01
1 01.120.01.342.00 2019,4269.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.KIROLDEG,200137.0,200137.0,0.0,118416.86,81720.14,118416.86,118416.86,118416.86,118416.86,2019,34200,,1,,01
1 01.120.01.342.01 2019,4270.0,FUNTZIONARIOA.SOLDATA.OINARRIA.IGERILEKU,4538.0,4538.0,0.0,2488.31,2049.69,2488.31,2488.31,2488.31,2488.31,2019,34201,,1,,01
1 01.120.01.414.00 2019,4271.0,FUNTZIONARIOA.SOLDATA.OINARRIA.INGURUNEA,8708.0,8708.0,0.0,7982.24,725.76,7982.24,7982.24,7982.24,7982.24,2019,41400,,1,,01
1 01.120.01.432.00 2019,4272.0,FUNTZIONARIOA.SOLDATA.OINARRIA.TURISMOA,18852.0,18852.0,0.0,15159.39,3692.61,15159.39,15159.39,15159.39,15159.39,2019,43200,,1,,01
1 01.120.01.920.00 2019,4273.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ADMINISTR,176323.0,176323.0,0.0,111943.65,64379.35,111943.65,111943.65,111943.65,111943.65,2019,92000,,1,,01
1 01.120.01.920.10 2019,4274.0,FUNTZIONARIOA.SOLDATA.OINARRIA.PERTSONAL,49794.0,49794.0,0.0,40518.39,9275.61,40518.39,40518.39,40518.39,40518.39,2019,92010,,1,,01
1 01.120.01.920.11 2019,4275.0,FUNTZIONARIOA.SOLDATA.OINARRIA.SEGURTASU,20257.0,20257.0,0.0,16477.84,3779.16,16477.84,16477.84,16477.84,16477.84,2019,92011,,1,,01
1 01.120.01.920.20 2019,4276.0,FUNTZIONARIOA.SOLDATA.OINARRIA.INFORMATI,31357.0,31357.0,0.0,26928.39,4428.61,26928.39,26928.39,26928.39,26928.39,2019,92020,,1,,01
1 01.120.01.920.30 2019,4277.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ARTXIBOA,19538.0,19538.0,0.0,16398.7,3139.3,16398.7,16398.7,16398.7,16398.7,2019,92030,,1,,01
1 01.120.01.924.00 2019,5880.0,SOLDATA OINARRIA. PARTEHARTZEA,18852.0,18852.0,0.0,15724.21,3127.79,15724.21,15724.21,15724.21,15724.21,2019,92400,,1,,01
1 01.120.01.929.10 2019,4278.0,FUNTZIONARIOA.SOLDATA.OINARRIA.BAKE EPAI,3501.0,3501.0,0.0,4287.08,-786.08,4287.08,4287.08,4287.08,4287.08,2019,92910,,1,,01
1 01.120.01.931.00 2019,4279.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ADMINIST.,119470.0,119470.0,0.0,90331.08,29138.92,90331.08,90331.08,90331.08,90331.08,2019,93100,,1,,01
1 01.120.01.932.00 2019,4280.0,FUNTZIONARIOA.SOLDATA.OINARRIA.BILKETA,70544.0,70544.0,0.0,57409.87,13134.13,57409.87,57409.87,57409.87,57409.87,2019,93200,,1,,01
1 01.120.01.933.00 2019,4281.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ONDAREA-K,45969.0,45969.0,0.0,33971.12,11997.88,33971.12,33971.12,33971.12,33971.12,2019,93300,,1,,01
1 01.121.06.920.10 2019,4282.0,LANGILEEN ORDEZKAPENETARAKO POLTSA,48623.0,48623.0,0.0,0.0,48623.0,0.0,0.0,0.0,0.0,2019,92010,,1,,01
1 01.121.99.132.00 2019,4283.0,FUNTZIONARIOAK.SOLDATA.OSAGARRIA.UDALTZA,739423.0,739423.0,0.0,653700.81,85722.19,653700.81,653700.81,653700.81,653700.81,2019,13200,,1,,01
1 01.121.99.151.00 2019,4284.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.HIRIGINT,228394.0,228394.0,0.0,184219.58,44174.42,184219.58,184219.58,184219.58,184219.58,2019,15100,,1,,01
1 01.121.99.153.40 2019,4285.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.OBRETAKO,367030.0,367030.0,0.0,246033.48,120996.52,246033.48,246033.48,246033.48,246033.48,2019,15340,,1,,01
1 01.121.99.161.00 2019,4287.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.UR HORNI,95096.0,95096.0,0.0,96498.9,-1402.9,96498.9,96498.9,96498.9,96498.9,2019,16100,,1,,01
1 01.121.99.164.00 2019,4288.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.HILERRIA,17702.0,17702.0,0.0,15099.11,2602.89,15099.11,15099.11,15099.11,15099.11,2019,16400,,1,,01
1 01.121.99.165.00 2019,4289.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KALEKO A,19294.0,19294.0,0.0,20054.38,-760.38,20054.38,20054.38,20054.38,20054.38,2019,16500,,1,,01
1 01.121.99.172.20 2019,4290.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INGURUME,21568.0,21568.0,0.0,17301.2,4266.8,17301.2,17301.2,17301.2,17301.2,2019,17220,,1,,01
1 01.121.99.231.00 2019,4293.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BERDINTA,61265.0,61265.0,0.0,49245.72,12019.28,49245.72,49245.72,49245.72,49245.72,2019,23100,,1,,01
1 01.121.99.231.01 2019,4292.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LANKIDET,2159.0,2159.0,0.0,511.72,1647.28,511.72,511.72,511.72,511.72,2019,23101,,1,,01
1 01.121.99.231.03 2019,4869.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA. GAZTERI,40591.0,40591.0,0.0,42755.96,-2164.96,42755.96,42755.96,42755.96,42755.96,2019,23103,,1,,01
1 01.121.99.241.00 2019,4294.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TOKI GAR,51312.0,51312.0,0.0,46333.99,4978.01,46333.99,46333.99,46333.99,46333.99,2019,24100,,1,,01
1 01.121.99.323.10 2019,4295.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IKASTETX,81192.0,81192.0,0.0,65270.87,15921.13,65270.87,65270.87,65270.87,65270.87,2019,32310,,1,,01
1 01.121.99.326.01 2019,4297.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.MUSIKA E,255224.0,255224.0,0.0,209451.51,45772.49,209451.51,209451.51,209451.51,209451.51,2019,32601,,1,,01
1 01.121.99.330.00 2019,4298.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTURA,53081.0,53081.0,0.0,42117.36,10963.64,42117.36,42117.36,42117.36,42117.36,2019,33000,,1,,01
1 01.121.99.332.10 2019,4299.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LIBURUTE,93279.0,93279.0,0.0,102053.84,-8774.84,102053.84,102053.84,102053.84,102053.84,2019,33210,,1,,01
1 01.121.99.333.00 2019,4300.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTUR E,35405.0,35405.0,0.0,32625.23,2779.77,32625.23,32625.23,32625.23,32625.23,2019,33300,,1,,01
1 01.121.99.335.00 2019,4301.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,82514.0,82514.0,0.0,69183.83,13330.17,69183.83,69183.83,69183.83,69183.83,2019,33500,,1,,01
1 01.121.99.335.10 2019,4302.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKALTE,150775.0,150775.0,0.0,136764.69,14010.31,136764.69,136764.69,136764.69,136764.69,2019,33510,,1,,01
1 01.121.99.335.30 2019,4303.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,19127.0,19127.0,0.0,15215.63,3911.37,15215.63,15215.63,15215.63,15215.63,2019,33530,,1,,01
1 01.121.99.335.40 2019,4304.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.UDALEKUA,12459.0,12459.0,0.0,13523.35,-1064.35,13523.35,13523.35,13523.35,13523.35,2019,33540,,1,,01
1 01.121.99.342.00 2019,4305.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KIROLDEG,264973.0,264973.0,0.0,239368.1,25604.9,239368.1,239368.1,239368.1,239368.1,2019,34200,,1,,01
1 01.121.99.342.01 2019,4306.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IGERILEK,10590.0,10590.0,0.0,7748.43,2841.57,7748.43,7748.43,7748.43,7748.43,2019,34201,,1,,01
1 01.121.99.414.00 2019,4307.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INGURUNE,19294.0,19294.0,0.0,16937.55,2356.45,16937.55,16937.55,16937.55,16937.55,2019,41400,,1,,01
1 01.121.99.432.00 2019,4308.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TURISMOA,19127.0,19127.0,0.0,15217.95,3909.05,15217.95,15217.95,15217.95,15217.95,2019,43200,,1,,01
1 01.121.99.920.00 2019,4310.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,266331.0,266331.0,0.0,160203.77,106127.23,160203.77,160203.77,160203.77,160203.77,2019,92000,,1,,01
1 01.121.99.920.10 2019,4311.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.PERTSONA,68937.0,68937.0,0.0,56599.44,12337.56,56599.44,56599.44,56599.44,56599.44,2019,92010,,1,,01
1 01.121.99.920.11 2019,4312.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LAN SEGU,27640.0,27640.0,0.0,21787.1,5852.9,21787.1,21787.1,21787.1,21787.1,2019,92011,,1,,01
1 01.121.99.920.20 2019,4313.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INFORMAT,46694.0,46694.0,0.0,40357.92,6336.08,40357.92,40357.92,40357.92,40357.92,2019,92020,,1,,01
1 01.121.99.920.30 2019,4314.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ARTXIBOA,21568.0,21568.0,0.0,17242.66,4325.34,17242.66,17242.66,17242.66,17242.66,2019,92030,,1,,01
1 01.121.99.924.00 2019,5881.0,SOLDATA OSAGARRIA. PARTEHARTZEA,19127.0,19127.0,0.0,15015.63,4111.37,15015.63,15015.63,15015.63,15015.63,2019,92400,,1,,01
1 01.121.99.929.10 2019,4315.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BAKE EPA,3833.0,3833.0,0.0,5478.86,-1645.86,5478.86,5478.86,5478.86,5478.86,2019,92910,,1,,01
1 01.121.99.931.00 2019,4316.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,163689.0,163689.0,0.0,139821.13,23867.87,139821.13,139821.13,139821.13,139821.13,2019,93100,,1,,01
1 01.121.99.932.00 2019,4317.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BILKETA,89823.0,89823.0,0.0,72702.65,17120.35,72702.65,72702.65,72702.65,72702.65,2019,93200,,1,,01
1 01.121.99.933.00 2019,4318.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ONDAREA-,68937.0,68937.0,0.0,50605.9,18331.1,50605.9,50605.9,50605.9,50605.9,2019,93300,,1,,01
1 01.131.01.241.00 2019,6079.0,ALDIBATERAKO SOLDATA.TOKI GARAPENA,0.0,0.0,0.0,27191.32,-27191.32,27191.32,27191.32,27191.32,27191.32,2019,24100,,1,,01
1 01.131.01.241.01 2019,4321.0,ALDIBATERAKO.SOLDATA.IKASTAROAK.,1018.0,1018.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,2019,24101,,1,,01
1 01.131.01.241.02 2019,4322.0,ALDIBATERAKO.SOLDATA.LANBIDE PROGRAMAK,48798.0,48798.0,0.0,42071.32,6726.68,42071.32,42071.32,42071.32,42071.32,2019,24102,,1,,01
1 01.131.01.324.10 2019,4325.0,ALDIBATERAKO.SOLDATA.HLP PROGRAMAK,117256.0,117256.0,0.0,85674.89,31581.11,85674.89,85674.89,85674.89,85674.89,2019,32410,,1,,01
1 01.131.01.333.00 2019,4326.0,ALDIBATERAKO.SOLDATA.KULTUR ETXEA,2217.0,2217.0,0.0,0.0,2217.0,0.0,0.0,0.0,0.0,2019,33300,,1,,01
1 01.160.01.132.00 2019,4329.0,GIZ.SEGURANTZA.UDALTZAINGOA,341768.0,341768.0,0.0,319622.17,22145.83,319622.17,319622.17,319622.17,319622.17,2019,13200,,1,,01
1 01.160.01.151.00 2019,4330.0,GIZ.SEGURANTZA.HIRIGINTZA,106890.0,106890.0,0.0,75182.95,31707.05,75182.95,75182.95,75182.95,75182.95,2019,15100,,1,,01
1 01.160.01.153.40 2019,4331.0,GIZ.SEGURANTZA.OBRETAKO LANTALDEA,176608.0,176608.0,0.0,116714.29,59893.71,116714.29,116714.29,116714.29,116714.29,2019,15340,,1,,01
1 01.160.01.161.00 2019,4333.0,GIZ.SEGURANTZA.UR HORNIDURA,47030.0,47030.0,0.0,49515.4,-2485.4,49515.4,49515.4,49515.4,49515.4,2019,16100,,1,,01
1 01.160.01.164.00 2019,4334.0,GIZARTE SEGUR:HILERRIA,9249.0,9249.0,0.0,6112.05,3136.95,6112.05,6112.05,6112.05,6112.05,2019,16400,,1,,01
1 01.160.01.165.00 2019,4335.0,GIZ.SEGURANTZA.KALEKO ARGIKUNTZA,11220.0,11220.0,0.0,10625.9,594.1,10625.9,10625.9,10625.9,10625.9,2019,16500,,1,,01
1 01.160.01.172.20 2019,4336.0,GIZARTE SEGUR:INGURUMENA,11232.0,11232.0,0.0,9733.92,1498.08,9733.92,9733.92,9733.92,9733.92,2019,17220,,1,,01
1 01.160.01.231.00 2019,4339.0,GIZARTE SEGUR:BERDINTASUNA,31294.0,31294.0,0.0,26545.91,4748.09,26545.91,26545.91,26545.91,26545.91,2019,23100,,1,,01
1 01.160.01.231.01 2019,4338.0,GIZARTE SEGUR:LANKIDETZA,963.0,963.0,0.0,521.58,441.42,521.58,521.58,521.58,521.58,2019,23101,,1,,01
1 01.160.01.231.03 2019,4870.0,GIZARTE SEGUR. GAZTERIA,20595.0,20595.0,0.0,4742.18,15852.82,4742.18,4742.18,4742.18,4742.18,2019,23103,,1,,01
1 01.160.01.241.00 2019,4340.0,GIZARTE SEGUR:TOKI GARAPENA,26409.0,26409.0,0.0,35622.85,-9213.85,35622.85,35622.85,35622.85,35622.85,2019,24100,,1,,01
1 01.160.01.241.01 2019,4341.0,GIZARTE SEGURANTZA.ENPLEGU IKASTAROAK,102.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,2019,24101,,1,,01
1 01.160.01.241.02 2019,4342.0,GIZARTE SEGURANTZA.LANBIDE PROGRAMAK,17703.0,17703.0,0.0,13756.87,3946.13,13756.87,13756.87,13756.87,13756.87,2019,24102,,1,,01
1 01.160.01.323.10 2019,4344.0,GIZARTE SEGUR:IKASTETXEAK,42797.0,42797.0,0.0,32905.21,9891.79,32905.21,32905.21,32905.21,32905.21,2019,32310,,1,,01
1 01.160.01.324.10 2019,4346.0,GIZARTE SEGUR:HLP programak,39551.0,39551.0,0.0,27885.18,11665.82,27885.18,27885.18,27885.18,27885.18,2019,32410,,1,,01
1 01.160.01.326.01 2019,4347.0,GIZARTE SEGUR:MUSIKA ESKOLA,142451.0,142451.0,0.0,117414.01,25036.99,117414.01,117414.01,117414.01,117414.01,2019,32601,,1,,01
1 01.160.01.330.00 2019,4348.0,GIZARTE SEGUR:KULTURA ZERBITZUA,26437.0,26437.0,0.0,20493.26,5943.74,20493.26,20493.26,20493.26,20493.26,2019,33000,,1,,01
1 01.160.01.332.10 2019,4349.0,GIZARTE SEGUR:LIBURUTEGIA,47558.0,47558.0,0.0,29326.75,18231.25,29326.75,29326.75,29326.75,29326.75,2019,33210,,1,,01
1 01.160.01.333.00 2019,4350.0,GIZARTE SEGUR:KULTUR ETXEA,17145.0,17145.0,0.0,15763.01,1381.99,15763.01,15763.01,15763.01,15763.01,2019,33300,,1,,01
1 01.160.01.335.00 2019,4351.0,GIZARTE SEGUR:EUSKARA ZERBITZUA,40577.0,40577.0,0.0,35338.17,5238.83,35338.17,35338.17,35338.17,35338.17,2019,33500,,1,,01
1 01.160.01.335.10 2019,4352.0,GIZARTE SEGUR:EUSKALTEGIA,86745.0,86745.0,0.0,74931.73,11813.27,74931.73,74931.73,74931.73,74931.73,2019,33510,,1,,01
1 01.160.01.335.30 2019,4353.0,GIZARTE SEGUR:EUSKARA PLANA,10313.0,10313.0,0.0,8777.56,1535.44,8777.56,8777.56,8777.56,8777.56,2019,33530,,1,,01
1 01.160.01.335.40 2019,4354.0,GIZARTE SEGUR:UDALEKUAK,18237.0,18237.0,0.0,21372.86,-3135.86,21372.86,21372.86,21372.86,21372.86,2019,33540,,1,,01
1 01.160.01.342.00 2019,4355.0,GIZ.SEG+OLAZ:KIROLDEGIA,129560.0,129560.0,0.0,70895.86,58664.14,70895.86,70895.86,70895.86,70895.86,2019,34200,,1,,01
1 01.160.01.342.01 2019,4356.0,GIZARTE SEGUR:IGERILEKUAK,4743.0,4743.0,0.0,3248.5,1494.5,3248.5,3248.5,3248.5,3248.5,2019,34201,,1,,01
1 01.160.01.414.00 2019,4357.0,GIZARTE SEGUR:INGURUNEAREN HOBEKUNTZA,9475.0,9475.0,0.0,6189.8,3285.2,6189.8,6189.8,6189.8,6189.8,2019,41400,,1,,01
1 01.160.01.432.00 2019,4358.0,GIZARTE SEGUR:TURISMOA,9700.0,9700.0,0.0,8573.19,1126.81,8573.19,8573.19,8573.19,8573.19,2019,43200,,1,,01
1 01.160.01.912.00 2019,4359.0,GIZARTE SEGUR:GOBERNU ORGANOAK,78410.0,78410.0,0.0,61307.12,17102.88,61307.12,61307.12,61307.12,61307.12,2019,91200,,1,,01
1 01.160.01.920.00 2019,4360.0,GIZ.SEGURANTZA.ADMINISTRAZIO OROKORRA,117318.0,117318.0,0.0,70171.96,47146.04,70171.96,70171.96,70171.96,70171.96,2019,92000,,1,,01
1 01.160.01.920.10 2019,4361.0,GIZ.SEGURANTZA.PERTSONALA,107094.0,107094.0,0.0,28625.1,78468.9,28625.1,28625.1,28625.1,28625.1,2019,92010,,1,,01
1 01.160.01.920.11 2019,4362.0,GIZARTE SEGURANTZA.LAN SEGURTASUNA-OSASU,11840.0,11840.0,0.0,10486.22,1353.78,10486.22,10486.22,10486.22,10486.22,2019,92011,,1,,01
1 01.160.01.920.20 2019,4363.0,GIZARTE SEGUR:INFORMATIKA,21562.0,21562.0,0.0,20259.98,1302.02,20259.98,20259.98,20259.98,20259.98,2019,92020,,1,,01
1 01.160.01.920.30 2019,4364.0,GIZARTE SEGUR:ARTXIBOA,10735.0,10735.0,0.0,9526.2,1208.8,9526.2,9526.2,9526.2,9526.2,2019,92030,,1,,01
1 01.160.01.924.00 2019,5882.0,GIZARTE SEGUR.PARTEHARTZEA,9571.0,9571.0,0.0,8436.14,1134.86,8436.14,8436.14,8436.14,8436.14,2019,92400,,1,,01
1 01.160.01.929.10 2019,4365.0,GIZARTE SEGUR:BAKE EPITEGIA,2262.0,2262.0,0.0,2961.24,-699.24,2961.24,2961.24,2961.24,2961.24,2019,92910,,1,,01
1 01.160.01.931.00 2019,4366.0,GIZ.SEGURANTZA.ADMINISTRAZIO EKONOMIKOA,72555.0,72555.0,0.0,54926.84,17628.16,54926.84,54926.84,54926.84,54926.84,2019,93100,,1,,01
1 01.160.01.932.00 2019,4367.0,GIZ.SEGURANTZA.BILKETA,40481.0,40481.0,0.0,36026.5,4454.5,36026.5,36026.5,36026.5,36026.5,2019,93200,,1,,01
1 01.160.01.933.00 2019,4368.0,GIZARTE SEGUR:ONDAREA ETA KONTRATAZIOA,33436.0,33436.0,0.0,26950.87,6485.13,26950.87,26950.87,26950.87,26950.87,2019,93300,,1,,01
1 01.160.04.132.00 2019,4369.0,ELKARKIDETZA E.P.S.V.: UDALTZAINGOA,15021.0,15021.0,0.0,13094.73,1926.27,13094.73,13094.73,13094.73,13094.73,2019,13200,,1,,01
1 01.160.04.151.00 2019,4370.0,ELKARKIDETZA E.P.S.V.: HIRIGINTZA,4320.0,4320.0,0.0,2182.45,2137.55,2182.45,2182.45,2182.45,2182.45,2019,15100,,1,,01
1 01.160.04.153.40 2019,4371.0,ELKARKIDETZA E.P.S.V.:OBRETAKO LANTALDEA,13986.0,13986.0,0.0,7883.04,6102.96,7883.04,7883.04,7883.04,7883.04,2019,15340,,1,,01
1 01.160.04.161.00 2019,4373.0,ELKARKIDETZA E.P.S.V.: UR HORNIDURA,3892.0,3892.0,0.0,3893.87,-1.87,3893.87,3893.87,3893.87,3893.87,2019,16100,,1,,01
1 01.160.04.164.00 2019,4374.0,ELKARKIDETZA E.P.S.V.: HILERRIA,973.0,973.0,0.0,774.73,198.27,774.73,774.73,774.73,774.73,2019,16400,,1,,01
1 01.160.04.172.20 2019,4376.0,ELKARKIDETZA E.P.S.V.: INGURUMENA,1738.0,1738.0,0.0,1383.58,354.42,1383.58,1383.58,1383.58,1383.58,2019,17220,,1,,01
1 01.160.04.231.00 2019,4378.0,ELKARKIDETZA E.P.S.V.: BERDINTASUNA,4002.0,4002.0,0.0,3186.48,815.52,3186.48,3186.48,3186.48,3186.48,2019,23100,,1,,01
1 01.160.04.231.03 2019,5610.0,ELKARKIDETZA-GAZTERIA,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,23103,,1,,01
1 01.160.04.241.00 2019,4379.0,ELKARKIDETZA E.P.S.V.: TOKI GARAPENA,1418.0,1418.0,0.0,1382.59,35.41,1382.59,1382.59,1382.59,1382.59,2019,24100,,1,,01
1 01.160.04.323.10 2019,4380.0,ELKARKIDETZA E.P.S.V.: IKASTETXEAK,3892.0,3892.0,0.0,2817.2,1074.8,2817.2,2817.2,2817.2,2817.2,2019,32310,,1,,01
1 01.160.04.326.01 2019,4382.0,ELKARKIDETZA E.P.S.V.: MUSIKA ESKOLA,10661.0,10661.0,0.0,7258.46,3402.54,7258.46,7258.46,7258.46,7258.46,2019,32601,,1,,01
1 01.160.04.330.00 2019,6063.0,ELKARKIDETZA: KULTUR ZERBITZUAK,0.0,0.0,0.0,1129.81,-1129.81,1129.81,1129.81,1129.81,1129.81,2019,33000,,1,,01
1 01.160.04.332.10 2019,4384.0,ELKARKIDETZA E.P.S.V.: LIBURUTEGIA,6329.0,6329.0,0.0,5040.2,1288.8,5040.2,5040.2,5040.2,5040.2,2019,33210,,1,,01
1 01.160.04.333.00 2019,4385.0,ELKARKIDETZA E.P.S.V.: KULTUR ETXEA,973.0,973.0,0.0,774.73,198.27,774.73,774.73,774.73,774.73,2019,33300,,1,,01
