#Urtea,Eko. azpikontzeptua,Deskribapena,Programa,Departamentua,Hasierako aurr.,Igoerak,Atxekipenak ,Behin bet aurr.,Onart. Oblig.
2014,62201,Eraikinak eta bestelako eraikuntzak,15100,04,0.0,24793.96,0.0,24793.96,24407.43
2014,64201,Planeamendua,15100,04,0.0,15901.81,0.0,15901.81,15436.89
2014,64202,Planeamendua,15100,04,0.0,55000.0,0.0,55000.0,12621.51
2014,64203,Planeamendua,15310,05,0.0,40000.0,0.0,40000.0,31556.42
2014,60101,Azpiegitura eta urbanizazioa,15320,04,0.0,75500.0,0.0,75500.0,75500.0
2014,60101,Azpiegitura eta urbanizazioa,15320,12,0.0,96774.06,0.0,96774.06,89599.14
2014,62302,Instalazioak,16000,09,0.0,114010.5,0.0,114010.5,83845.84
2014,21201,"Makineria, instalazioak eta tresneria",16100,09,0.0,1650.65,0.0,1650.65,1536.22
2014,21201,"Makineria, instalazioak eta tresneria",16220,09,0.0,16681.89,0.0,16681.89,0.0
2014,62304,Tresnak eta erremintak,16220,09,0.0,25000.0,0.0,25000.0,0.0
2014,22701,Garbiketa,16300,09,0.0,100000.0,0.0,100000.0,27442.8
2014,62401,Garraio-materiala,16300,09,0.0,151848.56,0.0,151848.56,0.0
2014,62301,Makineria,16500,09,0.0,26926.27,0.0,26926.27,20948.88
2014,22607,Beste hainbat gastu,17000,05,0.0,25179.65,0.0,25179.65,25179.65
2014,22703,Balorazio eta peritu-lanak,17000,05,0.0,11250.0,0.0,11250.0,11250.0
2014,22799,Kanpoko bestelako lanak,17000,05,0.0,50000.0,0.0,50000.0,48184.62
2014,48101,Entitate eta erakundeei diru-laguntzak,17000,05,0.0,10470.0,0.0,10470.0,10470.0
2014,64207,Planeamendua,17000,05,0.0,20506.51,0.0,20506.51,18731.96
2014,64208,Planeamendua,17000,05,0.0,70000.0,0.0,70000.0,65177.86
2014,22704,Kontratu soziokulturalak,17000,09,0.0,24887.76,0.0,24887.76,20449.0
2014,64201,Planeamendua,17100,04,0.0,38280.0,0.0,38280.0,0.0
2014,64205,Planeamendua,17100,05,0.0,7067.93,0.0,7067.93,7065.93
2014,22701,Garbiketa,17100,09,0.0,5917.68,0.0,5917.68,5912.57
2014,64201,Planeamendua,17210,05,0.0,3642.03,0.0,3642.03,2674.03
2014,64204,Planeamendua,17210,05,0.0,15681.99,0.0,15681.99,15471.77
2014,64210,Proiektua: oiartzun ibaia,17210,05,0.0,30000.0,0.0,30000.0,30000.0
2014,73102,Erakunde autonomoei,17210,05,0.0,15000.0,0.0,15000.0,15000.0
2014,22199,Bestelako hornidurak,23000,07,0.0,1989.41,0.0,1989.41,1989.41
2014,48001,Giza larrialdietako laguntzak,23000,07,0.0,15436.89,0.0,15436.89,14364.58
2014,48103,Entitate eta erakundeei diru-laguntzak,23000,07,0.0,16000.0,0.0,16000.0,1095.33
2014,21101,Eraikinak eta bestelako eraikuntzak,23000,09,0.0,3097.02,0.0,3097.02,0.0
2014,22799,Kanpoko bestelako lanak,23110,07,0.0,95557.66,0.0,95557.66,88090.83
2014,22699,Beste hainbat gastu,23150,13,0.0,7840.64,0.0,7840.64,7779.82
2014,48001,Giza larrialdietako laguntzak,23150,13,0.0,2222.12,0.0,2222.12,2221.05
2014,48002,Gizarte babeserako aparteko proiektuak,23150,13,0.0,0.0,0.0,0.0,0.0
2014,48001,Giza larrialdietako laguntzak,23160,07,0.0,0.0,0.0,0.0,0.0
2014,22199,Bestelako hornidurak,23170,07,0.0,2765.67,0.0,2765.67,2565.93
2014,48003,Dirulaguntzak: familiei,23170,07,0.0,3707.0,0.0,3707.0,3707.0
2014,62201,Eraikinak eta bestelako eraikuntzak,23170,07,0.0,1267.06,0.0,1267.06,954.54
2014,40901,Bestelako entitate publikoei,24100,04,0.0,230000.0,0.0,230000.0,83338.25
2014,62201,Eraikinak eta bestelako eraikuntzak,24100,04,0.0,468664.0,0.0,468664.0,193916.68
2014,60901,Bestelako inbertsioak,31100,04,0.0,110000.0,0.0,110000.0,109943.11
2014,60902,Bestelako inbertsioak,31100,04,0.0,1240.0,0.0,1240.0,0.0
2014,62204,Eraikinak eta bestelako eraikuntzak,31100,04,0.0,42356.84,0.0,42356.84,0.0
2014,62202,Eraikinak eta bestelako eraikuntzak,32000,04,0.0,1649.43,0.0,1649.43,0.0
2014,62203,Eraikinak eta bestelako eraikuntzak,32000,04,0.0,108953.98,0.0,108953.98,108953.98
2014,42102,Mankomunitate eta kontsortzioei,32000,06,0.0,3375.0,0.0,3375.0,3375.0
2014,42201,Bestelako entitate publikoei,32000,06,0.0,1611.54,0.0,1611.54,1611.54
2014,42202,Bestelako entitate publikoei,32000,06,0.0,600.0,0.0,600.0,600.0
2014,42203,Bestelako entitate publikoei,32000,06,0.0,3302.13,0.0,3302.13,3302.13
2014,48101,Entitate eta erakundeei diru-laguntzak,32000,06,0.0,600.0,0.0,600.0,600.0
2014,62901,Bestelako inbertsioak,32000,06,0.0,5000.0,0.0,5000.0,0.0
2014,62201,Eraikinak eta bestelako eraikuntzak,32300,04,0.0,25000.0,0.0,25000.0,7519.29
2014,22799,Kanpoko bestelako lanak,32610,06,0.0,12000.0,0.0,12000.0,0.0
2014,48002,Gizarte babeserako aparteko proiektuak,32700,14,0.0,91379.54,0.0,91379.54,54824.4
2014,48110,Irabazizko xederik gabeko erakundeei,33000,01,0.0,750.0,0.0,750.0,0.0
2014,62201,Eraikinak eta bestelako eraikuntzak,33000,04,0.0,859166.52,0.0,859166.52,858716.52
2014,22604,Juridikoak,33000,08,0.0,5054.8,0.0,5054.8,5036.69
2014,22606,Jarduera soziokulturalak,33210,08,0.0,2418.03,0.0,2418.03,2200.17
2014,62601,Informazio-prozesuetarako ekipoak,33210,08,0.0,0.0,0.0,0.0,0.0
2014,62801,Funts bibliografikoak,33210,08,0.0,11412.1,0.0,11412.1,11409.6
2014,22704,Kontratu soziokulturalak,33220,08,0.0,5127.2,0.0,5127.2,5127.2
2014,62701,Proiektu konplexuak,33220,08,0.0,1093.85,0.0,1093.85,0.0
2014,62702,Proiektu konplexuak,33220,08,0.0,9000.0,0.0,9000.0,6000.0
2014,64301,"Ikerketa, azterketak eta proiektuak",33220,08,0.0,36845.0,0.0,36845.0,26862.0
2014,62203,Eraikinak eta bestelako eraikuntzak,33300,04,0.0,97975.0,0.0,97975.0,97975.0
2014,62208,Eraikinak eta beste eraikuntzak,33300,04,0.0,6622.0,0.0,6622.0,6621.99
2014,62599,Bestelako lanabesak,33300,08,0.0,1719.0,0.0,1719.0,1719.0
2014,62599,Bestelako lanabesak,33310,08,0.0,1807.71,0.0,1807.71,0.0
2014,62901,Bestelako inbertsioak,33320,08,0.0,2781.0,0.0,2781.0,2781.0
2014,22692,Hainbat gatu,33400,08,0.0,4000.0,0.0,4000.0,3955.93
2014,22697,Beste hainbat gastu,33400,08,0.0,2635.08,0.0,2635.08,2635.08
2014,22799,Kanpoko bestelako lanak,33400,08,0.0,0.0,0.0,0.0,0.0
2014,48102,Dirulaguntzak: asoziazioei,33400,08,0.0,3565.7,0.0,3565.7,875.98
2014,48104,Dirulaguntzak: instituzio eta entitateei,33400,08,0.0,6472.5,0.0,6472.5,6472.5
2014,48105,Aparteko diru-laguntzak,33400,08,0.0,1295.36,0.0,1295.36,0.0
2014,48106,Dirulaguntzak: instituzio eta entitateei,33400,08,0.0,960.0,0.0,960.0,960.0
2014,48107,Dirulaguntzak: instituzio eta entitateei,33400,08,0.0,0.0,0.0,0.0,0.0
2014,48108,Irabazizko xederik gabeko erakundeei,33400,08,0.0,1500.0,0.0,1500.0,1500.0
2014,48109,Irabazizko xederik gabeko erakundeei,33400,08,0.0,1000.0,0.0,1000.0,1000.0
2014,22698,Beste hainbat gastu,33510,10,0.0,3271.45,0.0,3271.45,3194.95
2014,22797,Kanpoko bestelako lanak,33510,10,0.0,4900.5,0.0,4900.5,4900.5
2014,48101,Entitate eta erakundeei diru-laguntzak,33510,10,0.0,1887.11,0.0,1887.11,1887.11
2014,48102,Dirulaguntzak: asoziazioei,33510,10,0.0,2800.0,0.0,2800.0,2800.0
2014,48103,Entitate eta erakundeei diru-laguntzak,33510,10,0.0,4800.0,0.0,4800.0,4800.0
2014,48104,Dirulaguntzak: instituzio eta entitateei,33510,10,0.0,10800.0,0.0,10800.0,9444.24
2014,48105,Aparteko diru-laguntzak,33510,10,0.0,4508.95,0.0,4508.95,1654.84
2014,48106,Dirulaguntzak: instituzio eta entitateei,33510,10,0.0,2530.0,0.0,2530.0,0.0
2014,48107,Dirulaguntzak: instituzio eta entitateei,33510,10,0.0,4884.0,0.0,4884.0,411.13
2014,48108,Irabazizko xederik gabeko erakundeei,33510,10,0.0,2045.0,0.0,2045.0,1445.0
2014,62201,Eraikinak eta bestelako eraikuntzak,33700,04,0.0,28634.08,0.0,28634.08,20879.91
2014,48101,Entitate eta erakundeei diru-laguntzak,33720,06,0.0,2871.87,0.0,2871.87,2096.13
2014,48101,Entitate eta erakundeei diru-laguntzak,33800,08,0.0,1518.04,0.0,1518.04,0.0
2014,48102,Dirulaguntzak: asoziazioei,33800,08,0.0,0.0,0.0,0.0,0.0
2014,62202,Eraikinak eta bestelako eraikuntzak,34200,04,0.0,161388.05,0.0,161388.05,161388.05
2014,62203,Eraikinak eta bestelako eraikuntzak,34200,04,0.0,150500.0,0.0,150500.0,109339.99
2014,64209,Planeamendua,43120,05,0.0,20000.0,0.0,20000.0,20000.0
2014,22001,Material arrunt ez-inbentariagarria,43200,01,0.0,8131.2,0.0,8131.2,7260.0
2014,22799,Kanpoko bestelako lanak,43300,02,0.0,8470.0,0.0,8470.0,8470.0
2014,42101,Mankomunitate eta kontsortzioei,43300,02,0.0,24708.7,0.0,24708.7,23881.1
2014,42102,Mankomunitate eta kontsortzioei,43300,02,0.0,1051.96,0.0,1051.96,0.0
2014,64201,Planeamendua,43900,04,0.0,32071.55,0.0,32071.55,25093.01
2014,47101,Bestelako enpreseei,44110,12,0.0,114897.0,0.0,114897.0,114897.0
2014,62301,Makineria,44110,12,0.0,1575.0,0.0,1575.0,0.0
2014,60101,Azpiegitura eta urbanizazioa,45200,04,0.0,98032.68,0.0,98032.68,78075.31
2014,60101,Azpiegitura eta urbanizazioa,45900,04,0.0,102800.0,0.0,102800.0,93063.37
2014,60103,Azpiegitura eta urbanizazioak,45900,04,0.0,514.0,0.0,514.0,0.0
2014,22001,Material arrunt ez-inbentariagarria,91200,01,0.0,0.0,0.0,0.0,0.0
2014,22699,Beste hainbat gastu,91200,01,0.0,2342.56,0.0,2342.56,2342.56
2014,64301,"Ikerketa, azterketak eta proiektuak",92000,02,0.0,7800.0,0.0,7800.0,0.0
2014,62601,Informazio-prozesuetarako ekipoak,92010,02,0.0,50822.88,0.0,50822.88,7865.8
2014,22698,Beste hainbat gastu,92030,02,0.0,6695.9,0.0,6695.9,0.0
2014,60101,Azpiegitura eta urbanizazioa,93300,02,0.0,12000.0,0.0,12000.0,0.0
2014,21101,Eraikinak eta bestelako eraikuntzak,93300,09,0.0,13800.0,0.0,13800.0,0.0
2015,33201,Interesak,01100,03,383000.0,0.0,146000.0,237000.0,220293.46
2015,36101,Berandutza interesak,01100,03,70000.0,0.0,25000.0,45000.0,37731.11
2015,86001,Epe laburrera,01100,03,0.0,1000.0,0.0,1000.0,1000.0
2015,93301,Tokiko sektore publikotik kanpo,01100,03,2577350.0,0.0,0.0,2577350.0,2600609.14
2015,22002,"Prentsa, aldizkariak, liburuak eta bestelako argitarapenak",13000,02,800.0,0.0,0.0,800.0,689.7
2015,22201,Telefono bidezkoak,13000,02,6900.0,0.0,0.0,6900.0,5389.6
2015,22101,Energia elektrikoa,13000,09,30000.0,0.0,0.0,30000.0,38759.45
2015,22103,Gasa,13000,09,20000.0,0.0,0.0,20000.0,10090.87
2015,22701,Garbiketa,13000,09,125700.0,0.0,0.0,125700.0,125700.0
2015,20101,Eraikinak eta bestelako eraikuntzak,13000,12,8000.0,0.0,0.0,8000.0,6849.69
2015,21201,"Makineria, instalazioak eta tresneria",13000,12,12500.0,0.0,0.0,12500.0,8061.44
2015,21301,Garraio-materiala,13000,12,30000.0,0.0,0.0,30000.0,19783.98
2015,22001,Material arrunt ez-inbentariagarria,13000,12,6800.0,0.0,0.0,6800.0,4700.89
2015,22104,Erregaiak eta karburanteak,13000,12,15000.0,0.0,0.0,15000.0,15834.28
2015,22105,Arropak,13000,12,27000.0,0.0,0.0,27000.0,24562.8
2015,22199,Bestelako hornidurak,13000,12,13500.0,0.0,0.0,13500.0,10095.5
2015,22402,Ibilgailuenak,13000,12,20200.0,0.0,0.0,20200.0,5785.62
2015,22699,Beste hainbat gastu,13000,12,10600.0,0.0,0.0,10600.0,8138.15
2015,22702,Segurtasuna,13000,12,25000.0,0.0,0.0,25000.0,22576.39
2015,22705,"Zaintza, gordailuak eta biltegiratzea",13000,12,9000.0,19600.0,0.0,28600.0,36111.38
2015,23001,"Pertsonalaren dietak, garraioa eta lekualdaketa",13000,12,3000.0,0.0,0.0,3000.0,1317.73
2015,23901,Bestelako kalte-ordainak,13000,12,2700.0,0.0,0.0,2700.0,693.83
2015,62302,Instalazioak,13000,12,15000.0,0.0,0.0,15000.0,14572.27
2015,62401,Garraio-materiala,13000,12,38000.0,0.0,0.0,38000.0,0.0
2015,64206,Planeamendua,13000,12,15000.0,0.0,0.0,15000.0,12248.77
2015,12001,Oinarrizko ordainketak,13200,02,1016360.09,0.0,0.0,1016360.09,647425.76
2015,12002,Oinarrizko ordainketak,13200,02,21468.48,0.0,0.0,21468.48,160296.58
2015,12101,Destino osagarria,13200,02,2049565.42,0.0,0.0,2049565.42,1890722.05
2015,12102,Berariazko osagarria,13200,02,54813.08,0.0,0.0,54813.08,543491.53
2015,13101,Aldi baterako laborala,13200,02,60000.0,0.0,0.0,60000.0,1919.61
2015,13102,Aldi baterako laborala,13200,02,0.0,0.0,0.0,0.0,13408.08
2015,16001,Gizarte segurantza,13200,02,856958.12,0.0,0.0,856958.12,924644.54
2015,21201,"Makineria, instalazioak eta tresneria",13300,12,32000.0,0.0,0.0,32000.0,27164.54
2015,22799,Kanpoko bestelako lanak,13310,12,685400.0,0.0,0.0,685400.0,513367.26
2015,22799,Kanpoko bestelako lanak,13320,12,224900.0,0.0,0.0,224900.0,379597.46
2015,22199,Bestelako hornidurak,13330,12,30400.0,0.0,0.0,30400.0,30400.0
2015,22799,Kanpoko bestelako lanak,13330,12,15690.0,0.0,0.0,15690.0,15460.67
2015,62201,Eraikinak eta bestelako eraikuntzak,13330,12,40000.0,0.0,0.0,40000.0,39896.45
2015,60103,Azpiegitura eta urbanizazioak,13400,04,0.0,70000.0,0.0,70000.0,0.0
2015,62302,Instalazioak,13400,04,0.0,659244.0,0.0,659244.0,6969.6
2015,22201,Telefono bidezkoak,13500,02,400.0,0.0,0.0,400.0,761.29
2015,22001,Material arrunt ez-inbentariagarria,13500,12,950.0,0.0,0.0,950.0,194.06
2015,22199,Bestelako hornidurak,13500,12,10000.0,0.0,0.0,10000.0,12556.43
2015,22699,Beste hainbat gastu,13500,12,500.0,0.0,0.0,500.0,0.0
2015,23001,"Pertsonalaren dietak, garraioa eta lekualdaketa",13500,12,1900.0,0.0,0.0,1900.0,64.45
2015,12001,Oinarrizko ordainketak,15000,02,223967.99,0.0,0.0,223967.99,165470.47
2015,12002,Oinarrizko ordainketak,15000,02,0.0,0.0,0.0,0.0,26179.95
2015,12101,Destino osagarria,15000,02,431723.46,0.0,0.0,431723.46,417031.03
2015,12102,Berariazko osagarria,15000,02,0.0,0.0,0.0,0.0,73177.38
2015,16001,Gizarte segurantza,15000,02,177692.38,0.0,0.0,177692.38,154089.63
2015,22002,"Prentsa, aldizkariak, liburuak eta bestelako argitarapenak",15000,02,575.0,0.0,0.0,575.0,269.99
2015,22201,Telefono bidezkoak,15000,02,3000.0,0.0,0.0,3000.0,2289.48
2015,22001,Material arrunt ez-inbentariagarria,15000,04,3500.0,0.0,0.0,3500.0,3472.69
2015,23001,"Pertsonalaren dietak, garraioa eta lekualdaketa",15000,04,3500.0,0.0,0.0,3500.0,3518.94
2015,21001,Azpiegitura eta ondasun naturalak,15000,09,198000.0,0.0,0.0,198000.0,164100.78
2015,21002,Azpiegitura eta ondasun naturalak,15000,09,53500.0,0.0,0.0,53500.0,52504.22
2015,21101,Eraikinak eta bestelako eraikuntzak,15000,09,85000.0,0.0,0.0,85000.0,99420.13
2015,21102,Elkarteen lokalak,15000,09,5000.0,0.0,0.0,5000.0,5228.14
2015,21103,Igogilu eta beste mantenua,15000,09,41000.0,0.0,0.0,41000.0,59723.81
2015,21201,"Makineria, instalazioak eta tresneria",15000,09,5000.0,0.0,0.0,5000.0,7297.44
2015,21301,Garraio-materiala,15000,09,45000.0,0.0,0.0,45000.0,57878.17
2015,22001,Material arrunt ez-inbentariagarria,15000,09,2500.0,0.0,0.0,2500.0,994.81
2015,22101,Energia elektrikoa,15000,09,65000.0,0.0,0.0,65000.0,74883.54
2015,22103,Gasa,15000,09,17000.0,0.0,0.0,17000.0,15795.82
2015,22104,Erregaiak eta karburanteak,15000,09,40000.0,0.0,0.0,40000.0,26416.3
2015,22105,Arropak,15000,09,20000.0,0.0,0.0,20000.0,15596.85
2015,22109,Garbiketa eta txukunketa produktuak,15000,09,10000.0,0.0,0.0,10000.0,14274.47
2015,22199,Bestelako hornidurak,15000,09,4500.0,0.0,0.0,4500.0,2676.53
2015,22402,Ibilgailuenak,15000,09,25800.0,0.0,0.0,25800.0,12485.54
2015,22701,Garbiketa,15000,09,7000.0,0.0,0.0,7000.0,4574.26
2015,22704,Kontratu soziokulturalak,15000,09,27000.0,0.0,0.0,27000.0,26903.79
2015,22799,Kanpoko bestelako lanak,15000,09,14000.0,0.0,0.0,14000.0,13378.2
2015,62401,Garraio-materiala,15000,09,140000.0,0.0,0.0,140000.0,12248.62
2015,12001,Oinarrizko ordainketak,15100,02,31878.02,0.0,0.0,31878.02,25623.2
2015,12002,Oinarrizko ordainketak,15100,02,0.0,0.0,0.0,0.0,4793.83
2015,12101,Destino osagarria,15100,02,49448.84,0.0,0.0,49448.84,55749.85
2015,12102,Berariazko osagarria,15100,02,0.0,0.0,0.0,0.0,12933.03
2015,16001,Gizarte segurantza,15100,02,22039.58,0.0,0.0,22039.58,29188.26
2015,22001,Material arrunt ez-inbentariagarria,15100,04,300.0,0.0,0.0,300.0,300.0
2015,62202,Eraikinak eta bestelako eraikuntzak,15100,04,0.0,16000.0,0.0,16000.0,0.0
2015,64201,Planeamendua,15100,04,35000.0,0.0,0.0,35000.0,2987.61
2015,64203,Planeamendua,15310,05,40000.0,0.0,0.0,40000.0,0.0
2015,60101,Azpiegitura eta urbanizazioa,15320,04,0.0,218000.0,0.0,218000.0,157826.58
2015,60102,Azpiegitura eta urbanizazioak,15320,04,0.0,43197.0,0.0,43197.0,0.0
2015,60101,Azpiegitura eta urbanizazioa,15320,09,0.0,88411.0,0.0,88411.0,61704.79
2015,60101,Azpiegitura eta urbanizazioa,15320,12,150000.0,80000.0,0.0,230000.0,229919.66
2015,12001,Oinarrizko ordainketak,15340,02,80157.97,0.0,0.0,80157.97,47590.34
2015,12002,Oinarrizko ordainketak,15340,02,12220.69,0.0,0.0,12220.69,29047.89
2015,12101,Destino osagarria,15340,02,186755.56,0.0,0.0,186755.56,102993.29
2015,12102,Berariazko osagarria,15340,02,22985.15,0.0,0.0,22985.15,82380.73
2015,16001,Gizarte segurantza,15340,02,71034.35,0.0,0.0,71034.35,73752.99
2015,22201,Telefono bidezkoak,15340,02,1300.0,0.0,0.0,1300.0,8570.31
2015,23001,"Pertsonalaren dietak, garraioa eta lekualdaketa",15340,09,5000.0,0.0,0.0,5000.0,929.99
2015,12001,Oinarrizko ordainketak,15341,02,124771.64,0.0,0.0,124771.64,77208.79
2015,12002,Oinarrizko ordainketak,15341,02,0.0,0.0,0.0,0.0,19332.76
2015,12101,Destino osagarria,15341,02,220901.52,0.0,0.0,220901.52,186107.51
2015,12102,Berariazko osagarria,15341,02,0.0,0.0,0.0,0.0,55166.31
2015,13101,Aldi baterako laborala,15341,02,0.0,0.0,0.0,0.0,5290.9
2015,13102,Aldi baterako laborala,15341,02,0.0,0.0,0.0,0.0,17615.53
2015,16001,Gizarte segurantza,15341,02,93677.43,0.0,0.0,93677.43,104843.29
2015,12001,Oinarrizko ordainketak,15342,02,92151.1,0.0,0.0,92151.1,52779.03
2015,12002,Oinarrizko ordainketak,15342,02,0.0,0.0,0.0,0.0,10884.6
2015,12101,Destino osagarria,15342,02,156627.8,0.0,0.0,156627.8,160114.04
2015,12102,Berariazko osagarria,15342,02,0.0,0.0,0.0,0.0,36035.64
2015,16001,Gizarte segurantza,15342,02,67419.08,0.0,0.0,67419.08,46179.11
2015,12001,Oinarrizko ordainketak,15343,02,33146.68,0.0,0.0,33146.68,28313.04
2015,12101,Destino osagarria,15343,02,59613.68,0.0,0.0,59613.68,69056.06
2015,16001,Gizarte segurantza,15343,02,25138.06,0.0,0.0,25138.06,30806.38
2015,12001,Oinarrizko ordainketak,15344,02,19527.58,0.0,0.0,19527.58,15245.56
2015,12002,Oinarrizko ordainketak,15344,02,0.0,0.0,0.0,0.0,718.17
2015,12101,Destino osagarria,15344,02,38979.5,0.0,0.0,38979.5,43522.53
2015,12102,Berariazko osagarria,15344,02,0.0,0.0,0.0,0.0,2523.21
2015,16001,Gizarte segurantza,15344,02,15855.42,0.0,0.0,15855.42,15924.33
2015,12001,Oinarrizko ordainketak,15345,02,41176.06,0.0,0.0,41176.06,33510.46
2015,12101,Destino osagarria,15345,02,78719.08,0.0,0.0,78719.08,88428.05
2015,16001,Gizarte segurantza,15345,02,32491.58,0.0,0.0,32491.58,30971.24
2015,12001,Oinarrizko ordainketak,15346,02,72582.19,0.0,0.0,72582.19,31134.9
2015,12002,Oinarrizko ordainketak,15346,02,0.0,0.0,0.0,0.0,27959.93
2015,12101,Destino osagarria,15346,02,98533.26,0.0,0.0,98533.26,58724.06
2015,12102,Berariazko osagarria,15346,02,0.0,0.0,0.0,0.0,63206.64
2015,13001,Oinarrizko ordainketak,15346,02,24572.34,0.0,0.0,24572.34,20317.11
2015,13002,Bestelako ordainsariak,15346,02,31162.88,0.0,0.0,31162.88,31952.03
2015,13101,Aldi baterako laborala,15346,02,1677.45,0.0,0.0,1677.45,707.76
2015,13102,Aldi baterako laborala,15346,02,2225.03,0.0,0.0,2225.03,953.82
2015,16001,Gizarte segurantza,15346,02,62534.1,0.0,0.0,62534.1,59897.2
2015,21001,Azpiegitura eta ondasun naturalak,16000,09,0.0,0.0,0.0,0.0,178209.68
2015,62302,Instalazioak,16000,09,120000.0,0.0,0.0,120000.0,45177.27
2015,12001,Oinarrizko ordainketak,16100,02,52438.65,0.0,0.0,52438.65,34043.57
2015,12002,Oinarrizko ordainketak,16100,02,0.0,0.0,0.0,0.0,17433.93
2015,12101,Destino osagarria,16100,02,102570.49,0.0,0.0,102570.49,85112.37
2015,12102,Berariazko osagarria,16100,02,0.0,0.0,0.0,0.0,54310.83
2015,16001,Gizarte segurantza,16100,02,42007.48,0.0,0.0,42007.48,61319.51
2015,21201,"Makineria, instalazioak eta tresneria",16100,09,32000.0,0.0,0.0,32000.0,19886.94
2015,21301,Garraio-materiala,16100,09,3000.0,0.0,0.0,3000.0,1950.94
2015,22101,Energia elektrikoa,16100,09,5000.0,0.0,0.0,5000.0,3169.43
2015,22102,Ura,16100,09,1630000.0,245000.0,0.0,1875000.0,1537179.04
2015,22104,Erregaiak eta karburanteak,16100,09,4000.0,0.0,0.0,4000.0,1627.27
2015,22105,Arropak,16100,09,400.0,0.0,0.0,400.0,327.92
2015,22402,Ibilgailuenak,16100,09,3000.0,0.0,0.0,3000.0,645.95
2015,22702,Segurtasuna,16220,05,1765300.0,0.0,0.0,1765300.0,1703087.41
2015,21201,"Makineria, instalazioak eta tresneria",16220,09,55000.0,0.0,0.0,55000.0,13918.06
2015,22711,Kanpoko bestelako lanak,16220,09,947000.0,0.0,85000.0,862000.0,860711.93
2015,62304,Tresnak eta erremintak,16220,09,25000.0,0.0,0.0,25000.0,0.0
2015,22798,Kanpoko bestelako lanak,16230,05,150000.0,0.0,0.0,150000.0,55089.18
2015,22701,Garbiketa,16300,09,1710000.0,0.0,160000.0,1550000.0,1539123.42
2015,12001,Oinarrizko ordainketak,16500,02,64626.14,0.0,0.0,64626.14,40950.29
2015,12002,Oinarrizko ordainketak,16500,02,0.0,0.0,0.0,0.0,14532.64
2015,12101,Destino osagarria,16500,02,130441.22,0.0,0.0,130441.22,97068.47
