#Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago,Año,Funcional,Dirección,Capítulo,Sección,Orgánica
1 01.120.01.924.00 2019,5880.0,Sueldo Base. Partehartzea,18852.0,18852.0,0.0,0.0,18852.0,0.0,0.0,0.0,0.0,2019,92400,,1,,01
1 01.120.01.929.10 2019,4278.0,Retribucion básica.,3501.0,3501.0,0.0,0.0,3501.0,0.0,0.0,0.0,0.0,2019,92910,,1,,01
1 01.120.01.931.00 2019,4279.0,Retribucion básica.,119470.0,119470.0,0.0,0.0,119470.0,0.0,0.0,0.0,0.0,2019,93100,,1,,01
1 01.120.01.932.00 2019,4280.0,Retribucion básica.,70544.0,70544.0,0.0,0.0,70544.0,0.0,0.0,0.0,0.0,2019,93200,,1,,01
1 01.120.01.933.00 2019,4281.0,Retribucion básica.,45969.0,45969.0,0.0,0.0,45969.0,0.0,0.0,0.0,0.0,2019,93300,,1,,01
1 01.121.06.920.10 2019,4282.0,Fondo sustituciones refuerzo,48623.0,48623.0,0.0,0.0,48623.0,0.0,0.0,0.0,0.0,2019,92010,,1,,01
1 01.121.99.132.00 2019,4283.0,Retribucion complementaria,739423.0,739423.0,0.0,0.0,739423.0,0.0,0.0,0.0,0.0,2019,13200,,1,,01
1 01.121.99.151.00 2019,4284.0,Retribucion complementaria,228394.0,228394.0,0.0,0.0,228394.0,0.0,0.0,0.0,0.0,2019,15100,,1,,01
1 01.121.99.153.40 2019,4285.0,Retribucion complementaria,367030.0,367030.0,0.0,0.0,367030.0,0.0,0.0,0.0,0.0,2019,15340,,1,,01
1 01.121.99.161.00 2019,4287.0,Retribucion complementaria,95096.0,95096.0,0.0,0.0,95096.0,0.0,0.0,0.0,0.0,2019,16100,,1,,01
1 01.121.99.164.00 2019,4288.0,Retribucion complementaria,17702.0,17702.0,0.0,0.0,17702.0,0.0,0.0,0.0,0.0,2019,16400,,1,,01
1 01.121.99.165.00 2019,4289.0,Retribucion complementaria,19294.0,19294.0,0.0,0.0,19294.0,0.0,0.0,0.0,0.0,2019,16500,,1,,01
1 01.121.99.172.20 2019,4290.0,Retribucion complementaria,21568.0,21568.0,0.0,0.0,21568.0,0.0,0.0,0.0,0.0,2019,17220,,1,,01
1 01.121.99.231.00 2019,4293.0,Retribucion complementaria,61265.0,61265.0,0.0,0.0,61265.0,0.0,0.0,0.0,0.0,2019,23100,,1,,01
1 01.121.99.231.01 2019,4292.0,Retribucion complementaria,2159.0,2159.0,0.0,0.0,2159.0,0.0,0.0,0.0,0.0,2019,23101,,1,,01
1 01.121.99.231.03 2019,4869.0,Retribucion complementaria,40591.0,40591.0,0.0,0.0,40591.0,0.0,0.0,0.0,0.0,2019,23103,,1,,01
1 01.121.99.241.00 2019,4294.0,Retribucion complementaria,51312.0,51312.0,0.0,0.0,51312.0,0.0,0.0,0.0,0.0,2019,24100,,1,,01
1 01.121.99.323.10 2019,4295.0,Retribucion complementaria,81192.0,81192.0,0.0,0.0,81192.0,0.0,0.0,0.0,0.0,2019,32310,,1,,01
1 01.121.99.326.01 2019,4297.0,Retribucion complementaria,255224.0,255224.0,0.0,0.0,255224.0,0.0,0.0,0.0,0.0,2019,32601,,1,,01
1 01.121.99.330.00 2019,4298.0,Retribucion complementaria,53081.0,53081.0,0.0,0.0,53081.0,0.0,0.0,0.0,0.0,2019,33000,,1,,01
1 01.121.99.332.10 2019,4299.0,Retribucion complementaria,93279.0,93279.0,0.0,0.0,93279.0,0.0,0.0,0.0,0.0,2019,33210,,1,,01
1 01.121.99.333.00 2019,4300.0,Retribucion complementaria,35405.0,35405.0,0.0,0.0,35405.0,0.0,0.0,0.0,0.0,2019,33300,,1,,01
1 01.121.99.335.00 2019,4301.0,Retribucion complementaria,82514.0,82514.0,0.0,0.0,82514.0,0.0,0.0,0.0,0.0,2019,33500,,1,,01
1 01.121.99.335.10 2019,4302.0,Retribucion complementaria,150775.0,150775.0,0.0,0.0,150775.0,0.0,0.0,0.0,0.0,2019,33510,,1,,01
1 01.121.99.335.30 2019,4303.0,Retribucion complementaria,19127.0,19127.0,0.0,0.0,19127.0,0.0,0.0,0.0,0.0,2019,33530,,1,,01
1 01.121.99.335.40 2019,4304.0,Retribucion complementaria,12459.0,12459.0,0.0,0.0,12459.0,0.0,0.0,0.0,0.0,2019,33540,,1,,01
1 01.121.99.342.00 2019,4305.0,Retribucion complementaria,264973.0,264973.0,0.0,0.0,264973.0,0.0,0.0,0.0,0.0,2019,34200,,1,,01
1 01.121.99.342.01 2019,4306.0,Retribucion complementaria,10590.0,10590.0,0.0,0.0,10590.0,0.0,0.0,0.0,0.0,2019,34201,,1,,01
1 01.121.99.414.00 2019,4307.0,Retribucion complementaria,19294.0,19294.0,0.0,0.0,19294.0,0.0,0.0,0.0,0.0,2019,41400,,1,,01
1 01.121.99.432.00 2019,4308.0,Retribucion complementaria,19127.0,19127.0,0.0,0.0,19127.0,0.0,0.0,0.0,0.0,2019,43200,,1,,01
1 01.121.99.920.00 2019,4310.0,Retribucion complementaria,266331.0,266331.0,0.0,0.0,266331.0,0.0,0.0,0.0,0.0,2019,92000,,1,,01
1 01.121.99.920.10 2019,4311.0,Retribucion complementaria,68937.0,68937.0,0.0,0.0,68937.0,0.0,0.0,0.0,0.0,2019,92010,,1,,01
1 01.121.99.920.11 2019,4312.0,Retribucion complementaria,27640.0,27640.0,0.0,0.0,27640.0,0.0,0.0,0.0,0.0,2019,92011,,1,,01
1 01.121.99.920.20 2019,4313.0,Retribucion complementaria,46694.0,46694.0,0.0,0.0,46694.0,0.0,0.0,0.0,0.0,2019,92020,,1,,01
1 01.121.99.920.30 2019,4314.0,Retribucion complementaria,21568.0,21568.0,0.0,0.0,21568.0,0.0,0.0,0.0,0.0,2019,92030,,1,,01
1 01.121.99.924.00 2019,5881.0,Sueldo complementos. PARTEHARTZEA,19127.0,19127.0,0.0,0.0,19127.0,0.0,0.0,0.0,0.0,2019,92400,,1,,01
1 01.121.99.929.10 2019,4315.0,Retribucion complementaria,3833.0,3833.0,0.0,0.0,3833.0,0.0,0.0,0.0,0.0,2019,92910,,1,,01
1 01.121.99.931.00 2019,4316.0,Retribucion complementaria,163689.0,163689.0,0.0,0.0,163689.0,0.0,0.0,0.0,0.0,2019,93100,,1,,01
1 01.121.99.932.00 2019,4317.0,Retribucion complementaria,89823.0,89823.0,0.0,0.0,89823.0,0.0,0.0,0.0,0.0,2019,93200,,1,,01
1 01.121.99.933.00 2019,4318.0,Retribucion complementaria,68937.0,68937.0,0.0,0.0,68937.0,0.0,0.0,0.0,0.0,2019,93300,,1,,01
1 01.131.01.241.01 2019,4321.0,Personal temporal,1018.0,1018.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,2019,24101,,1,,01
1 01.131.01.241.02 2019,4322.0,Personal temporal,48798.0,48798.0,0.0,0.0,48798.0,0.0,0.0,0.0,0.0,2019,24102,,1,,01
1 01.131.01.324.10 2019,4325.0,Personal temporal,117256.0,117256.0,0.0,0.0,117256.0,0.0,0.0,0.0,0.0,2019,32410,,1,,01
1 01.131.01.333.00 2019,4326.0,Personal temporal,2217.0,2217.0,0.0,0.0,2217.0,0.0,0.0,0.0,0.0,2019,33300,,1,,01
1 01.160.01.132.00 2019,4329.0,Ssocial,341768.0,341768.0,0.0,0.0,341768.0,0.0,0.0,0.0,0.0,2019,13200,,1,,01
1 01.160.01.151.00 2019,4330.0,Ssocial,106890.0,106890.0,0.0,0.0,106890.0,0.0,0.0,0.0,0.0,2019,15100,,1,,01
1 01.160.01.153.40 2019,4331.0,Ssocial,176608.0,176608.0,0.0,0.0,176608.0,0.0,0.0,0.0,0.0,2019,15340,,1,,01
1 01.160.01.161.00 2019,4333.0,Ssocial,47030.0,47030.0,0.0,0.0,47030.0,0.0,0.0,0.0,0.0,2019,16100,,1,,01
1 01.160.01.164.00 2019,4334.0,Ssocial,9249.0,9249.0,0.0,0.0,9249.0,0.0,0.0,0.0,0.0,2019,16400,,1,,01
1 01.160.01.165.00 2019,4335.0,Ssocial,11220.0,11220.0,0.0,0.0,11220.0,0.0,0.0,0.0,0.0,2019,16500,,1,,01
1 01.160.01.172.20 2019,4336.0,Ssocial,11232.0,11232.0,0.0,0.0,11232.0,0.0,0.0,0.0,0.0,2019,17220,,1,,01
1 01.160.01.231.00 2019,4339.0,Ssocial,31294.0,31294.0,0.0,0.0,31294.0,0.0,0.0,0.0,0.0,2019,23100,,1,,01
1 01.160.01.231.01 2019,4338.0,Ssocial,963.0,963.0,0.0,0.0,963.0,0.0,0.0,0.0,0.0,2019,23101,,1,,01
1 01.160.01.231.03 2019,4870.0,Ssocial,20595.0,20595.0,0.0,0.0,20595.0,0.0,0.0,0.0,0.0,2019,23103,,1,,01
1 01.160.01.241.00 2019,4340.0,Ssocial,26409.0,26409.0,0.0,0.0,26409.0,0.0,0.0,0.0,0.0,2019,24100,,1,,01
1 01.160.01.241.01 2019,4341.0,Ssocial,102.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,2019,24101,,1,,01
1 01.160.01.241.02 2019,4342.0,Ssocial,17703.0,17703.0,0.0,0.0,17703.0,0.0,0.0,0.0,0.0,2019,24102,,1,,01
1 01.160.01.323.10 2019,4344.0,Ssocial,42797.0,42797.0,0.0,0.0,42797.0,0.0,0.0,0.0,0.0,2019,32310,,1,,01
1 01.160.01.324.10 2019,4346.0,Ssocial,39551.0,39551.0,0.0,0.0,39551.0,0.0,0.0,0.0,0.0,2019,32410,,1,,01
1 01.160.01.326.01 2019,4347.0,Ssocial,142451.0,142451.0,0.0,0.0,142451.0,0.0,0.0,0.0,0.0,2019,32601,,1,,01
1 01.160.01.330.00 2019,4348.0,Ssocial,26437.0,26437.0,0.0,0.0,26437.0,0.0,0.0,0.0,0.0,2019,33000,,1,,01
1 01.160.01.332.10 2019,4349.0,Ssocial,47558.0,47558.0,0.0,0.0,47558.0,0.0,0.0,0.0,0.0,2019,33210,,1,,01
1 01.160.01.333.00 2019,4350.0,Ssocial,17145.0,17145.0,0.0,0.0,17145.0,0.0,0.0,0.0,0.0,2019,33300,,1,,01
1 01.160.01.335.00 2019,4351.0,Ssocial,40577.0,40577.0,0.0,0.0,40577.0,0.0,0.0,0.0,0.0,2019,33500,,1,,01
1 01.160.01.335.10 2019,4352.0,Ssocial,86745.0,86745.0,0.0,0.0,86745.0,0.0,0.0,0.0,0.0,2019,33510,,1,,01
1 01.160.01.335.30 2019,4353.0,Ssocial,10313.0,10313.0,0.0,0.0,10313.0,0.0,0.0,0.0,0.0,2019,33530,,1,,01
1 01.160.01.335.40 2019,4354.0,Ssocial,18237.0,18237.0,0.0,0.0,18237.0,0.0,0.0,0.0,0.0,2019,33540,,1,,01
1 01.160.01.342.00 2019,4355.0,Ssocial,129560.0,129560.0,0.0,0.0,129560.0,0.0,0.0,0.0,0.0,2019,34200,,1,,01
1 01.160.01.342.01 2019,4356.0,Ssocial,4743.0,4743.0,0.0,0.0,4743.0,0.0,0.0,0.0,0.0,2019,34201,,1,,01
1 01.160.01.414.00 2019,4357.0,Ssocial,9475.0,9475.0,0.0,0.0,9475.0,0.0,0.0,0.0,0.0,2019,41400,,1,,01
1 01.160.01.432.00 2019,4358.0,Ssocial,9700.0,9700.0,0.0,0.0,9700.0,0.0,0.0,0.0,0.0,2019,43200,,1,,01
1 01.160.01.912.00 2019,4359.0,Ssocial,78410.0,78410.0,0.0,0.0,78410.0,0.0,0.0,0.0,0.0,2019,91200,,1,,01
1 01.160.01.920.00 2019,4360.0,Ssocial,117318.0,117318.0,0.0,0.0,117318.0,0.0,0.0,0.0,0.0,2019,92000,,1,,01
1 01.160.01.920.10 2019,4361.0,Ssocial,107094.0,107094.0,0.0,0.0,107094.0,0.0,0.0,0.0,0.0,2019,92010,,1,,01
1 01.160.01.920.11 2019,4362.0,Ssocial,11840.0,11840.0,0.0,0.0,11840.0,0.0,0.0,0.0,0.0,2019,92011,,1,,01
1 01.160.01.920.20 2019,4363.0,Ssocial,21562.0,21562.0,0.0,0.0,21562.0,0.0,0.0,0.0,0.0,2019,92020,,1,,01
1 01.160.01.920.30 2019,4364.0,Ssocial,10735.0,10735.0,0.0,0.0,10735.0,0.0,0.0,0.0,0.0,2019,92030,,1,,01
1 01.160.01.924.00 2019,5882.0,Seguridad Social. Partehartzea,9571.0,9571.0,0.0,0.0,9571.0,0.0,0.0,0.0,0.0,2019,92400,,1,,01
1 01.160.01.929.10 2019,4365.0,Ssocial,2262.0,2262.0,0.0,0.0,2262.0,0.0,0.0,0.0,0.0,2019,92910,,1,,01
1 01.160.01.931.00 2019,4366.0,Ssocial,72555.0,72555.0,0.0,0.0,72555.0,0.0,0.0,0.0,0.0,2019,93100,,1,,01
1 01.160.01.932.00 2019,4367.0,Ssocial,40481.0,40481.0,0.0,0.0,40481.0,0.0,0.0,0.0,0.0,2019,93200,,1,,01
1 01.160.01.933.00 2019,4368.0,Ssocial,33436.0,33436.0,0.0,0.0,33436.0,0.0,0.0,0.0,0.0,2019,93300,,1,,01
1 01.160.04.132.00 2019,4369.0,Elkarkidetza,15021.0,15021.0,0.0,0.0,15021.0,0.0,0.0,0.0,0.0,2019,13200,,1,,01
1 01.160.04.151.00 2019,4370.0,Elkarkidetza,4320.0,4320.0,0.0,0.0,4320.0,0.0,0.0,0.0,0.0,2019,15100,,1,,01
1 01.160.04.153.40 2019,4371.0,Elkarkidetza,13986.0,13986.0,0.0,0.0,13986.0,0.0,0.0,0.0,0.0,2019,15340,,1,,01
1 01.160.04.161.00 2019,4373.0,Elkarkidetza,3892.0,3892.0,0.0,0.0,3892.0,0.0,0.0,0.0,0.0,2019,16100,,1,,01
1 01.160.04.164.00 2019,4374.0,Elkarkidetza,973.0,973.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,2019,16400,,1,,01
1 01.160.04.172.20 2019,4376.0,Elkarkidetza,1738.0,1738.0,0.0,0.0,1738.0,0.0,0.0,0.0,0.0,2019,17220,,1,,01
1 01.160.04.231.00 2019,4378.0,Elkarkidetza,4002.0,4002.0,0.0,0.0,4002.0,0.0,0.0,0.0,0.0,2019,23100,,1,,01
1 01.160.04.231.03 2019,5610.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,23103,,1,,01
1 01.160.04.241.00 2019,4379.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,24100,,1,,01
1 01.160.04.323.10 2019,4380.0,Elkarkidetza,3892.0,3892.0,0.0,0.0,3892.0,0.0,0.0,0.0,0.0,2019,32310,,1,,01
1 01.160.04.326.01 2019,4382.0,Elkarkidetza,10661.0,10661.0,0.0,0.0,10661.0,0.0,0.0,0.0,0.0,2019,32601,,1,,01
1 01.160.04.332.10 2019,4384.0,Elkarkidetza,6329.0,6329.0,0.0,0.0,6329.0,0.0,0.0,0.0,0.0,2019,33210,,1,,01
1 01.160.04.333.00 2019,4385.0,Elkarkidetza,973.0,973.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,2019,33300,,1,,01
1 01.160.04.335.00 2019,4386.0,Elkarkidetza,4002.0,4002.0,0.0,0.0,4002.0,0.0,0.0,0.0,0.0,2019,33500,,1,,01
1 01.160.04.335.10 2019,4387.0,Elkarkidetza,10905.0,10905.0,0.0,0.0,10905.0,0.0,0.0,0.0,0.0,2019,33510,,1,,01
1 01.160.04.335.30 2019,4388.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,33530,,1,,01
1 01.160.04.342.00 2019,4389.0,Elkarkidetza,11639.0,11639.0,0.0,0.0,11639.0,0.0,0.0,0.0,0.0,2019,34200,,1,,01
1 01.160.04.414.00 2019,4391.0,Elkarkidetza,973.0,973.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,2019,41400,,1,,01
1 01.160.04.432.00 2019,4392.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,43200,,1,,01
1 01.160.04.920.00 2019,4394.0,Elkarkidetza,7366.0,7366.0,0.0,0.0,7366.0,0.0,0.0,0.0,0.0,2019,92000,,1,,01
1 01.160.04.920.10 2019,4395.0,Elkarkidetza,2328.0,2328.0,0.0,0.0,2328.0,0.0,0.0,0.0,0.0,2019,92010,,1,,01
1 01.160.04.920.11 2019,4396.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,92011,,1,,01
1 01.160.04.920.20 2019,4397.0,Elkarkidetza,1418.0,1418.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,2019,92020,,1,,01
1 01.160.04.920.30 2019,4398.0,Elkarkidetza,1738.0,1738.0,0.0,0.0,1738.0,0.0,0.0,0.0,0.0,2019,92030,,1,,01
1 01.160.04.929.10 2019,4399.0,Elkarkidetza,243.0,243.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,2019,92910,,1,,01
1 01.160.04.931.00 2019,4400.0,Elkarkidetza,2902.0,2902.0,0.0,0.0,2902.0,0.0,0.0,0.0,0.0,2019,93100,,1,,01
1 01.160.04.932.00 2019,4401.0,Elkarkidetza,4655.0,4655.0,0.0,0.0,4655.0,0.0,0.0,0.0,0.0,2019,93200,,1,,01
1 01.160.04.933.00 2019,4402.0,Elkarkidetza,1164.0,1164.0,0.0,0.0,1164.0,0.0,0.0,0.0,0.0,2019,93300,,1,,01
1 02.160.06.920.10 2019,5160.0,Asistencia medica,5500.0,5500.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,2019,92010,,1,,02
1 02.161.03.920.10 2019,5161.0,Indemnizaciones prejubilación,172200.0,172200.0,0.0,0.0,172200.0,0.0,0.0,0.0,0.0,2019,92010,,1,,02
1 02.162.01.335.30 2019,4413.0,Euskaldunizacion trabajadores,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2019,33530,,1,,02
1 02.162.01.920.10 2019,4414.0,Formacion,10000.0,10000.0,0.0,114.0,9886.0,114.0,0.0,0.0,0.0,2019,92010,,1,,02
1 02.162.05.920.10 2019,4416.0,Seguro vida,40000.0,40000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,2019,92010,,1,,02
1 02.211.01.342.00 2019,4417.0,Mantenimiento,74000.0,74000.0,0.0,0.0,74000.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.211.01.342.01 2019,4418.0,Mntenimiento,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2019,34201,,2,,02
1 02.211.01.342.02 2019,4419.0,Mantenimiento zubipe,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2019,34202,,2,,02
1 02.211.01.342.03 2019,4420.0,Mantenimiento Landare,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2019,34203,,2,,02
1 02.211.01.342.09 2019,4421.0,Otras instalaciones deporte,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2019,34209,,2,,02
1 02.211.02.342.00 2019,5612.0,Mantenimiento ascensor-polideportivo,14000.0,14000.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.212.01.342.00 2019,4422.0,Gimnasio,18000.0,18000.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.213.01.132.00 2019,4423.0,Mantenimiento vehiculo,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,2019,13200,,2,,02
1 02.215.01.920.20 2019,4424.0,Mantenimiento,47000.0,47000.0,0.0,17630.08,29369.92,17630.08,9621.92,0.0,0.0,2019,92020,,2,,02
1 02.220.01.920.00 2019,5883.0,Material oficina,30000.0,30000.0,0.0,41.6,29958.4,41.6,41.6,0.0,0.0,2019,92000,,2,,02
1 02.221.04.132.00 2019,4427.0,Combustible vehiculo,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,2019,13200,,2,,02
1 02.221.05.132.00 2019,5614.0,Uniformes-,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2019,13200,,2,,02
1 02.221.05.920.10 2019,4428.0,Vestuario,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2019,92010,,2,,02
1 02.221.06.323.30 2019,4429.0,Alimentacion,40000.0,40000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,2019,32330,,2,,02
1 02.221.08.342.00 2019,4430.0,Productos farmacia,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.221.13.342.00 2019,4431.0,Productos piscina,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.221.13.342.01 2019,4432.0,Productos piscina,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,2019,34201,,2,,02
1 02.221.14.342.00 2019,4433.0,Tarjetas cursos,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.221.98.334.10 2019,4435.0,Material Talleres,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2019,33410,,2,,02
1 02.221.99.231.03 2019,4436.0,Gastos material,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2019,23103,,2,,02
1 02.221.99.334.10 2019,4437.0,Material Talleres,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2019,33410,,2,,02
1 02.222.01.920.00 2019,4438.0,Telefonia,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2019,92000,,2,,02
1 02.222.02.920.00 2019,4439.0,Servicio postal,60000.0,60000.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,2019,92000,,2,,02
1 02.222.05.920.20 2019,4440.0,Comunicaciones,151000.0,151000.0,0.0,0.0,151000.0,0.0,0.0,0.0,0.0,2019,92020,,2,,02
1 02.224.01.933.00 2019,4441.0,Seguro edificios,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2019,93300,,2,,02
1 02.224.02.933.00 2019,4442.0,Seguro vehiculos,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2019,93300,,2,,02
