Partida,Código interno,Descripción,Año,Pto inicial,Oblig. recon.
1 02.226.97.231.00 2017 (5681),5681,BESTE PROGR.BERDINTASUNA,2017,0.0,8984.4
1 02.226.98.172.30 2017 (5683),5683,TOKIKO AGENDA 21,2017,0.0,2904.0
1 02.226.99.172.20 2017 (5684),5684,H.GASTU: INGURUGIROA,2017,0.0,4138.2
1 02.226.99.241.00 2017 (5685),5685,Toki Garapena Ekimenak,2017,0.0,4712.04
1 02.226.99.332.10 2017 (5686),5686,H.GASTU:LIBURUTEGIA,2017,0.0,5930.5
1 02.226.99.335.20 2017 (5687),5687,BURUNTZALD.EUSKERA EGITASMOAK,2017,0.0,1436.33
1 02.226.99.432.00 2017 (5690),5690,H.GASTU: TURISMOA,2017,0.0,9246.58
1 02.226.99.912.00 2017 (5691),5691,H.GASTU:GOBERNU ORGANOAK,2017,0.0,2518.01
1 02.226.99.920.11 2017 (5692),5692,H.GASTU:SEGURT.OSASUNA,2017,0.0,6754.73
1 02.226.99.924.00 2017 (5694),5694,PARTEHARTZE EKIMENAK,2017,0.0,6171.0
1 02.227.07.172.20 2017 (5696),5696,AZTERKETAK:INGURUGIROA,2017,0.0,59370.62
1 02.227.07.912.00 2017 (5698),5698,AZTERKETAK:GOBERNU ORGANOAK,2017,0.0,0.0
1 02.227.98.920.00 2017 (5700),5700,BIDEOAKTA SISTEMA,2017,0.0,36938.83
1 02.227.99.341.00 2017 (5702),5702,PAREKIDETASUNA KIROLEAN,2017,0.0,4425.0
1 02.227.99.342.00 2017 (5703),5703,BESTE KONTRATUAK: KIROLDEGIA,2017,0.0,0.0
1 02.227.99.912.00 2017 (5704),5704,KONTRATUA.BIZIKIDETZA PROIEKTUA,2017,0.0,10594.16
1 02.227.99.920.20 2017 (5706),5706,INFORMATIKA KANPO LANAK,2017,0.0,18313.32
1 02.481.01.241.00 2017 (5710),5710,BERRIAK ELKARTEA-HITZARMENA,2017,0.0,5600.0
1 02.481.01.323.00 2017 (5711),5711,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,2017,0.0,3682.0
1 02.481.01.334.00 2017 (5712),5712,DIRULAG:KULTURA(NORGEHIAGOKA),2017,0.0,524.73
1 02.481.01.341.00 2017 (5714),5714,DIRULAG:KIROL EKINTZAK,2017,0.0,35000.0
1 02.481.02.231.01 2017 (5716),5716,TRANSFERENTZIA: HIRUGARREN MUNDUA,2017,0.0,0.0
1 02.481.02.231.03 2017 (5718),5718,ALOKAIRU DIRULAG-GAZTERIA,2017,0.0,79830.0
1 02.481.02.231.04 2017 (5720),5720,ALOKAIRUA DIRULAGUNTZAK HELDUAK,2017,0.0,49555.0
1 02.481.02.334.00 2017 (5721),5721,Subv. Arte Urbano,2017,0.0,10000.0
1 02.481.02.334.10 2017 (5722),5722,DIRULAG:AUZO ELKARTEAK,2017,0.0,0.0
1 02.481.05.924.00 2017 (5725),5725,AUZOLAN PROGRAMAK,2017,0.0,5875.67
1 02.601.01.151.20 2017 (5727),5727,BUTANO-06-EREMUA,2017,0.0,44550.0
1 02.601.02.151.10 2017 (5731),5731,AKARREGI BIRIBILGUNEA LOTURA,2017,0.0,80479.21
1 02.601.13.151.10 2017 (5734),5734,KARABEL AUZOA URBANIZAZIOA,2017,0.0,377453.19
1 02.601.14.151.10 2017 (5735),5735,URBIETA KALEA PEATONALIZAZIOA,2017,0.0,0.0
1 02.622.01.151.10 2017 (5819),5819,ITURMENDI ETXEBIZITZA DOTAZIONALAK,2017,0.0,0.0
1 02.622.01.432.00 2017 (5738),5738,PATAGONIA ERAIKINA,2017,0.0,4840.0
1 02.622.02.231.00 2017 (5739),5739,EMAKUMEEN ETXEA EGOKITZEA,2017,0.0,18972.8
1 02.623.01.342.00 2017 (5741),5741,SISTEMA AIRE.KIROLDEGIA,2017,0.0,7018.0
1 02.626.01.920.20 2017 (5743),5743,INFORMAZIO-PROZESUETARAKO EKIPOAK,2017,0.0,1657.7
1 02.643.01.151.10 2017 (5745),5745,PROIEKTUAK: HIRIGINTZA,2017,0.0,29645.0
1 02.644.01.920.20 2017 (5746),5746,APLIKAZIO INFORMATIKOAK,2017,0.0,3049.2
1 02.852.01.933.00 2017 (5747),5747,FAGOLLAGA SA-AKZIO EROSKETA,2017,0.0,0.0
1 05.210.01.153.20 2017 (5748),5748,MANTEN:HERRIKO KALEAK,2017,0.0,27361.25
1 05.210.01.161.00 2017 (5749),5749,MANTEN:URAK,2017,0.0,23800.0
1 05.210.01.171.00 2017 (5750),5750,MANTEN:PARKEAK ETA LORATEGIAK,2017,0.0,0.0
1 05.210.01.414.00 2017 (5751),5751,MANT:INGURUNEAREN HOBEKUNTZA,2017,0.0,7348.0
1 05.211.01.323.10 2017 (5752),5752,MANTEN.ERAIKINAK:IKASTETXEAK,2017,0.0,5257.45
1 05.211.01.920.02 2017 (5754),5754,MANTEN:UDAL ERAIKINAK,2017,0.0,1595.69
1 05.212.01.333.00 2017 (5755),5755,MANT.MAKIN:KULTUR ETXEA,2017,0.0,0.0
1 05.212.01.920.02 2017 (5756),5756,MANT.MAKIN:UDAL ERAIKINAK,2017,0.0,0.0
1 05.221.04.342.00 2017 (5757),5757,SUMINISTRO BIOMASA,2017,0.0,10309.2
1 05.226.99.162.10 2017 (5758),5758,H.GASTU:HONDAKINEN KUDEAKETA,2017,0.0,3050.89
1 05.227.01.163.00 2017 (5759),5759,KALE GARBIKETA KONTRATUA,2017,0.0,2032.8
1 05.601.01.134.00 2017 (5763),5763,IRISGARRITASUN PLANA,2017,0.0,50411.41
1 05.601.01.153.20 2017 (5764),5764,URBANIZAZIOA: KALEAK-BIDEAK.,2017,0.0,50139.08
1 05.601.01.153.70 2017 (5766),5766,LANDA BIDEAK. INBERTSIOA,2017,0.0,60186.51
1 05.601.02.153.20 2017 (5767),5767,OINEZKO PASOAK,2017,0.0,0.0
1 05.609.01.171.00 2017 (5768),5768,INVERSIONES JARDINERIA,2017,0.0,0.0
1 05.609.03.153.20 2017 (5770),5770,KALE ALTZARIAK,2017,0.0,1274.63
1 05.622.01.323.10 2017 (5774),5774,IKASTETXEAK-INVERSIONES,2017,0.0,0.0
1 05.622.01.333.00 2017 (5775),5775,Biteri-reforma,2017,0.0,80999.72
1 05.622.01.920.02 2017 (5776),5776,ERAIKUNTZAK: UDAL ERAIKINAK,2017,0.0,94964.45
1 05.623.01.162.10 2017 (5777),5777,MAKINARIA-BARREDORA,2017,0.0,0.0
1 05.623.01.164.00 2017 (5778),5778,INVERSIONES CEMENTERIO,2017,0.0,0.0
1 05.624.01.153.40 2017 (5781),5781,ZERBITZUETAKO IBILGAILUA,2017,0.0,0.0
1 05.624.02.153.40 2017 (5782),5782,ZERBITZUETAKO KAMIOIA-GRUA,2017,0.0,0.0
1 05.625.99.162.10 2017 (5783),5783,AUZOKONPOSTA,2017,0.0,0.0
1 09.226.99.135.00 2017 (5785),5785,HERABAKI-11-PREVENCION DE INCENDIOS,2017,0.0,0.0
1 09.226.99.231.03 2017 (5786),5786,HERABAKI-6- PARQUE INFANTIL,2017,0.0,0.0
1 09.226.99.332.10 2017 (5787),5787,HERABAKI-6-Contacuentos,2017,0.0,3972.38
1 09.227.98.231.03 2017 (5788),5788,HERABAKI-5-KULTUR AISIALDI EKINTZAK,2017,0.0,3096.3
1 09.227.99.231.03 2017 (5789),5789,HERABAKI-27-KIROL IKASTAROAK,2017,0.0,1805.57
1 09.227.99.323.00 2017 (5790),5790,HERABAKI-31-IKASLE ETORRIBERRIAK,2017,0.0,1131.49
1 09.601.01.151.10 2017 (5791),5791,HERABAKI-4-Etxeberri,2017,0.0,0.0
1 09.609.01.134.00 2017 (5792),5792,HERABAKI-24-SAGASTIALDE LAIZTIAGA SARBID,2017,0.0,45210.3
1 09.609.01.153.30 2017 (5793),5793,HERABAKI-28-LEOKA LABADEROA,2017,0.0,0.0
1 09.609.01.342.02 2017 (5794),5794,HERABAKI-34-ZUBIPE LANAK,2017,0.0,0.0
1 09.609.02.153.30 2017 (5795),5795,HERABAKI-7- PARQUES INFANTILES,2017,0.0,0.0
1 09.609.03.153.30 2017 (5796),5796,HERABAKI-21-MARKESINA ZIKUÑAGA,2017,0.0,0.0
1 09.609.03.341.00 2017 (5797),5797,HERABAKI-26-KIROL MAKINAK PARKEAN,2017,0.0,0.0
1 09.609.04.153.30 2017 (5798),5798,HERABAKI-3-PARKEAK,2017,0.0,0.0
1 09.609.98.153.30 2017 (5800),5800,HERABAKI-12-Karabel,2017,0.0,0.0
1 09.609.99.153.30 2017 (5801),5801,HERABAKI-27-sorgintxulo,2017,0.0,665.0
1 09.609.99.161.00 2017 (5815),5815,HERABAKI-13-ITURRIAK,2017,0.0,0.0
1 09.609.99.171.00 2017 (5802),5802,HERABAKI-19-LANDAKETAK HONDAKINAK,2017,0.0,0.0
1 09.622.01.323.10 2017 (5803),5803,HERABAKI-32-zikuñaga ikastetxea,2017,0.0,0.0
1 09.623.02.165.00 2017 (5804),5804,HERABAKI-8-SMART HERRIA,2017,0.0,2407.0
1 09.623.98.165.00 2017 (5806),5806,HERABAKI-10-PROGRAMADOR,2017,0.0,0.0
1 09.625.01.153.30 2017 (5807),5807,HERABAKI-11-Karabel Pingpong,2017,0.0,0.0
1 09.625.01.342.00 2017 (5814),5814,HERABAKI-15-Kiroldegia,2017,0.0,2312.37
1 01.100.01.912.00 2018 (4245),4245,Cargos Públicos,2018,171514.0,167277.41
1 01.110.01.132.00 2018 (5608),5608,Personal Eventual,2018,47469.0,37297.26
1 01.110.01.912.00 2018 (4246),4246,Personal Eventual,2018,29851.0,41734.75
1 01.120.01.132.00 2018 (4247),4247,Retribucion básica.,2018,323454.0,337444.57
1 01.120.01.151.00 2018 (4248),4248,Retribucion básica.,2018,132336.0,132376.53
1 01.120.01.153.40 2018 (4249),4249,Retribucion básica.,2018,183581.0,158886.67
1 01.120.01.161.00 2018 (4251),4251,Retribucion básica.,2018,62744.0,47986.88
1 01.120.01.164.00 2018 (4252),4252,Retribucion básica.,2018,8744.0,8636.0
1 01.120.01.165.00 2018 (4253),4253,Retribucion básica.,2018,9068.0,21997.58
1 01.120.01.172.20 2018 (4254),4254,Retribucion básica.,2018,38571.0,38074.1
1 01.120.01.231.00 2018 (4257),4257,Retribucion básica.,2018,43069.0,53788.29
1 01.120.01.231.01 2018 (4256),4256,Retribucion básica.,2018,909.0,0.0
1 01.120.01.231.03 2018 (4867),4867,Retribucion básica.,2018,13696.0,11731.82
1 01.120.01.241.00 2018 (4258),4258,Retribucion básica.,2018,34295.0,31492.33
1 01.120.01.323.10 2018 (4259),4259,Retribucion básica.,2018,39052.0,43382.24
1 01.120.01.326.01 2018 (4261),4261,Retribucion básica.,2018,229496.0,233902.39
1 01.120.01.330.00 2018 (4262),4262,Retribucion básica.,2018,29746.0,30746.94
1 01.120.01.332.10 2018 (4263),4263,Retribucion básica.,2018,82335.0,88981.5
1 01.120.01.333.00 2018 (4264),4264,Retribucion básica.,2018,20730.0,23740.51
1 01.120.01.335.00 2018 (4265),4265,Retribucion básica.,2018,71482.0,72982.32
1 01.120.01.335.10 2018 (4266),4266,Retribucion básica.,2018,150260.0,153424.82
1 01.120.01.335.30 2018 (4267),4267,Retribucion básica.,2018,19218.0,19527.56
1 01.120.01.335.40 2018 (5609),5609,Retribucion básica.,2018,12170.0,45818.83
1 01.120.01.342.00 2018 (4269),4269,Retribucion básica.,2018,204353.0,187932.39
1 01.120.01.342.01 2018 (4270),4270,Retribucion básica.,2018,4460.0,3768.12
1 01.120.01.414.00 2018 (4271),4271,Retribucion básica.,2018,8558.0,11029.89
1 01.120.01.432.00 2018 (4272),4272,Retribucion básica.,2018,18528.0,18826.08
1 01.120.01.920.00 2018 (4273),4273,Retribucion básica.,2018,136871.0,142680.71
1 01.120.01.920.10 2018 (4274),4274,Retribucion básica.,2018,48938.0,47857.6
1 01.120.01.920.11 2018 (4275),4275,Retribucion básica.,2018,19909.0,20594.05
1 01.120.01.920.20 2018 (4276),4276,Retribucion básica.,2018,30818.0,31929.3
1 01.120.01.920.30 2018 (4277),4277,Retribucion básica.,2018,19202.0,19506.7
1 01.120.01.929.10 2018 (4278),4278,Retribucion básica.,2018,6401.0,4814.01
1 01.120.01.931.00 2018 (4279),4279,Retribucion básica.,2018,117415.0,115241.89
1 01.120.01.932.00 2018 (4280),4280,Retribucion básica.,2018,69331.0,67822.02
1 01.120.01.933.00 2018 (4281),4281,Retribucion básica.,2018,45178.0,39733.99
1 01.121.06.920.10 2018 (4282),4282,Fondo sustituciones refuerzo,2018,47789.0,0.0
1 01.121.99.132.00 2018 (4283),4283,Retribucion complementaria,2018,707134.0,782520.45
1 01.121.99.151.00 2018 (4284),4284,Retribucion complementaria,2018,204894.0,204890.25
1 01.121.99.153.40 2018 (4285),4285,Retribucion complementaria,2018,344544.0,331847.53
1 01.121.99.161.00 2018 (4287),4287,Retribucion complementaria,2018,119523.0,99844.06
1 01.121.99.164.00 2018 (4288),4288,Retribucion complementaria,2018,20678.0,18005.51
1 01.121.99.165.00 2018 (4289),4289,Retribucion complementaria,2018,22540.0,44918.73
1 01.121.99.172.20 2018 (4290),4290,Retribucion complementaria,2018,39995.0,42262.98
1 01.121.99.231.00 2018 (4293),4293,Retribucion complementaria,2018,60211.0,70764.4
1 01.121.99.231.01 2018 (4292),4292,Retribucion complementaria,2018,2122.0,0.0
1 01.121.99.231.03 2018 (4869),4869,Retribucion complementaria,2018,20321.0,18668.25
1 01.121.99.241.00 2018 (4294),4294,Retribucion complementaria,2018,40643.0,45145.86
1 01.121.99.323.10 2018 (4295),4295,Retribucion complementaria,2018,78865.0,82510.85
1 01.121.99.326.01 2018 (4297),4297,Retribucion complementaria,2018,238979.0,274883.38
1 01.121.99.330.00 2018 (4298),4298,Retribucion complementaria,2018,52168.0,52904.16
1 01.121.99.332.10 2018 (4299),4299,Retribucion complementaria,2018,91675.0,109962.26
1 01.121.99.333.00 2018 (4300),4300,Retribucion complementaria,2018,34796.0,43700.41
1 01.121.99.335.00 2018 (4301),4301,Retribucion complementaria,2018,81095.0,82262.95
1 01.121.99.335.10 2018 (4302),4302,Retribucion complementaria,2018,154385.0,160816.83
1 01.121.99.335.30 2018 (4303),4303,Retribucion complementaria,2018,18798.0,19063.79
1 01.121.99.335.40 2018 (4304),4304,Retribucion complementaria,2018,28400.0,12511.04
1 01.121.99.342.00 2018 (4305),4305,Retribucion complementaria,2018,277089.0,319876.23
1 01.121.99.342.01 2018 (4306),4306,Retribucion complementaria,2018,10408.0,11438.94
1 01.121.99.414.00 2018 (4307),4307,Retribucion complementaria,2018,18962.0,19566.13
1 01.121.99.432.00 2018 (4308),4308,Retribucion complementaria,2018,18798.0,18977.24
1 01.121.99.920.00 2018 (4310),4310,Retribucion complementaria,2018,188187.0,191490.84
1 01.121.99.920.10 2018 (4311),4311,Retribucion complementaria,2018,67751.0,70435.48
1 01.121.99.920.11 2018 (4312),4312,Retribucion complementaria,2018,27165.0,27028.93
1 01.121.99.920.20 2018 (4313),4313,Retribucion complementaria,2018,45891.0,51563.09
1 01.121.99.920.30 2018 (4314),4314,Retribucion complementaria,2018,21197.0,21432.31
1 01.121.99.929.10 2018 (4315),4315,Retribucion complementaria,2018,7066.0,6396.59
1 01.121.99.931.00 2018 (4316),4316,Retribucion complementaria,2018,160874.0,169160.41
1 01.121.99.932.00 2018 (4317),4317,Retribucion complementaria,2018,88278.0,118204.98
1 01.121.99.933.00 2018 (4318),4318,Retribucion complementaria,2018,67751.0,60250.32
1 01.131.01.241.00 2018 (5824),5824,PERSONAL TEMPORAL. TOKI GARAPENA,2018,0.0,1756.37
1 01.131.01.241.01 2018 (4321),4321,Personal temporal,2018,27300.0,23016.42
1 01.131.01.241.02 2018 (4322),4322,Personal temporal,2018,37500.0,45623.64
1 01.131.01.324.10 2018 (4325),4325,Personal temporal,2018,115239.0,106963.18
1 01.131.01.333.00 2018 (4326),4326,Personal temporal,2018,2179.0,0.0
1 01.160.01.132.00 2018 (4329),4329,Ssocial,2018,326725.0,321600.15
1 01.160.01.151.00 2018 (4330),4330,Ssocial,2018,95770.0,86276.94
1 01.160.01.153.40 2018 (4331),4331,Ssocial,2018,163405.0,131605.59
1 01.160.01.161.00 2018 (4333),4333,Ssocial,2018,59854.0,50525.46
1 01.160.01.164.00 2018 (4334),4334,Ssocial,2018,9090.0,8532.41
1 01.160.01.165.00 2018 (4335),4335,Ssocial,2018,11505.0,23143.2
1 01.160.01.172.20 2018 (4336),4336,Ssocial,2018,20445.0,20211.18
1 01.160.01.231.00 2018 (4339),4339,Ssocial,2018,30756.0,35864.79
1 01.160.01.231.01 2018 (4338),4338,Ssocial,2018,946.0,0.0
1 01.160.01.231.03 2018 (4870),4870,Ssocial,2018,10881.0,9500.24
1 01.160.01.241.00 2018 (4340),4340,Ssocial,2018,21373.0,27385.63
1 01.160.01.241.01 2018 (4341),4341,Ssocial,2018,8800.0,7486.34
1 01.160.01.241.02 2018 (4342),4342,Ssocial,2018,13500.0,16298.64
1 01.160.01.323.10 2018 (4344),4344,Ssocial,2018,42061.0,42044.18
1 01.160.01.324.10 2018 (4346),4346,Ssocial,2018,38871.0,34617.84
1 01.160.01.326.01 2018 (4347),4347,Ssocial,2018,135946.0,132631.87
1 01.160.01.330.00 2018 (4348),4348,Ssocial,2018,25982.0,22967.71
1 01.160.01.332.10 2018 (4349),4349,Ssocial,2018,46740.0,46197.89
1 01.160.01.333.00 2018 (4350),4350,Ssocial,2018,16850.0,18931.69
1 01.160.01.335.00 2018 (4351),4351,Ssocial,2018,39879.0,40798.67
1 01.160.01.335.10 2018 (4352),4352,Ssocial,2018,87759.0,89898.5
1 01.160.01.335.30 2018 (4353),4353,Ssocial,2018,10136.0,10342.14
1 01.160.01.335.40 2018 (4354),4354,Ssocial,2018,12764.0,18350.6
1 01.160.01.342.00 2018 (4355),4355,Ssocial,2018,127854.0,105837.77
1 01.160.01.342.01 2018 (4356),4356,Ssocial,2018,4661.0,6427.05
1 01.160.01.414.00 2018 (4357),4357,Ssocial,2018,9312.0,8674.7
1 01.160.01.432.00 2018 (4358),4358,Ssocial,2018,9533.0,9883.47
1 01.160.01.912.00 2018 (4359),4359,Ssocial,2018,67061.0,65709.12
1 01.160.01.920.00 2018 (4360),4360,Ssocial,2018,97427.0,84657.81
1 01.160.01.920.10 2018 (4361),4361,Ssocial,2018,32010.0,32396.6
1 01.160.01.920.11 2018 (4362),4362,Ssocial,2018,11636.0,11704.11
1 01.160.01.920.20 2018 (4363),4363,Ssocial,2018,21191.0,24039.32
1 01.160.01.920.30 2018 (4364),4364,Ssocial,2018,10550.0,10757.06
1 01.160.01.929.10 2018 (4365),4365,Ssocial,2018,3517.0,3144.48
1 01.160.01.931.00 2018 (4366),4366,Ssocial,2018,71307.0,67971.45
1 01.160.01.932.00 2018 (4367),4367,Ssocial,2018,39785.0,48285.41
1 01.160.01.933.00 2018 (4368),4368,Ssocial,2018,32861.0,28783.05
1 01.160.04.132.00 2018 (4369),4369,Elkarkidetza,2018,14763.0,17115.94
1 01.160.04.151.00 2018 (4370),4370,Elkarkidetza,2018,5954.0,2578.94
1 01.160.04.153.40 2018 (4371),4371,Elkarkidetza,2018,12993.0,10581.69
1 01.160.04.161.00 2018 (4373),4373,Elkarkidetza,2018,2869.0,2706.21
1 01.160.04.164.00 2018 (4374),4374,Elkarkidetza,2018,956.0,971.46
1 01.160.04.165.00 2018 (5823),5823,ELKARKIDETZA: ARGIA,2018,0.0,1110.24
1 01.160.04.172.20 2018 (4376),4376,Elkarkidetza,2018,1708.0,1734.88
1 01.160.04.231.00 2018 (4378),4378,Elkarkidetza,2018,3933.0,3692.14
1 01.160.04.231.03 2018 (5610),5610,Elkarkidetza,2018,1394.0,0.0
1 01.160.04.241.00 2018 (4379),4379,Elkarkidetza,2018,1394.0,1416.8
1 01.160.04.323.10 2018 (4380),4380,Elkarkidetza,2018,3825.0,3885.84
1 01.160.04.326.01 2018 (4382),4382,Elkarkidetza,2018,10398.0,10012.9
1 01.160.04.332.10 2018 (4384),4384,Elkarkidetza,2018,6220.0,6320.02
1 01.160.04.333.00 2018 (4385),4385,Elkarkidetza,2018,956.0,971.46
1 01.160.04.335.00 2018 (4386),4386,Elkarkidetza,2018,3933.0,5412.54
1 01.160.04.335.10 2018 (4387),4387,Elkarkidetza,2018,10717.0,11079.74
1 01.160.04.335.30 2018 (4388),4388,Elkarkidetza,2018,1394.0,1416.8
1 01.160.04.342.00 2018 (4389),4389,Elkarkidetza,2018,12395.0,12950.26
1 01.160.04.414.00 2018 (4391),4391,Elkarkidetza,2018,956.0,971.46
1 01.160.04.432.00 2018 (4392),4392,Elkarkidetza,2018,1394.0,1416.8
1 01.160.04.912.00 2018 (5817),5817,Elkarkidetza,2018,0.0,404.8
1 01.160.04.920.00 2018 (4394),4394,Elkarkidetza,2018,7239.0,8326.36
1 01.160.04.920.10 2018 (4395),4395,Elkarkidetza,2018,2288.0,2324.28
1 01.160.04.920.11 2018 (4396),4396,Elkarkidetza,2018,1394.0,1416.8
1 01.160.04.920.20 2018 (4397),4397,Elkarkidetza,2018,1394.0,1416.8
1 01.160.04.920.30 2018 (4398),4398,Elkarkidetza,2018,1708.0,1734.88
1 01.160.04.929.10 2018 (4399),4399,Elkarkidetza,2018,569.0,370.16
1 01.160.04.931.00 2018 (4400),4400,Elkarkidetza,2018,2852.0,4059.16
1 01.160.04.932.00 2018 (4401),4401,Elkarkidetza,2018,4575.0,4648.56
1 01.160.04.933.00 2018 (4402),4402,Elkarkidetza,2018,1144.0,1328.16
1 02.160.06.920.10 2018 (5160),5160,Asistencia medica,2018,5500.0,5610.0
1 02.161.03.920.10 2018 (5161),5161,Indemnizaciones prejubilación,2018,30000.0,21425.63
1 02.162.01.335.30 2018 (4413),4413,Euskaldunizacion trabajadores,2018,3000.0,3000.0
1 02.162.01.920.10 2018 (4414),4414,Formacion,2018,10000.0,4223.0
1 02.162.05.920.10 2018 (4416),4416,Seguro vida,2018,41800.0,35058.28
1 02.202.01.133.00 2018 (5611),5611,Camaras tráfico,2018,4000.0,3678.4
1 02.211.01.342.00 2018 (4417),4417,Mantenimiento,2018,74000.0,59174.86
1 02.211.01.342.01 2018 (4418),4418,Mntenimiento,2018,10000.0,14685.8
1 02.211.01.342.02 2018 (4419),4419,Mantenimiento zubipe,2018,6000.0,5396.81
1 02.211.01.342.03 2018 (4420),4420,Mantenimiento Landare,2018,6000.0,23907.48
1 02.211.01.342.09 2018 (4421),4421,Otras instalaciones deporte,2018,3000.0,2098.81
1 02.211.02.342.00 2018 (5612),5612,Mantenimiento ascensor-polideportivo,2018,14000.0,14520.0
1 02.212.01.342.00 2018 (4422),4422,Gimnasio,2018,14000.0,15565.54
1 02.213.01.132.00 2018 (4423),4423,Mantenimiento vehiculo,2018,12300.0,12119.0
1 02.215.01.920.20 2018 (4424),4424,Mantenimiento,2018,45000.0,48074.24
1 02.220.01.920.00 2018 (5613),5613,Material oficina,2018,30000.0,28032.68
1 02.221.04.132.00 2018 (4427),4427,Combustible vehiculo,2018,9200.0,9158.38
1 02.221.05.132.00 2018 (5614),5614,Uniformes-,2018,12000.0,10668.56
1 02.221.05.920.10 2018 (4428),4428,Vestuario,2018,5000.0,7125.64
1 02.221.06.323.30 2018 (4429),4429,Alimentacion,2018,40000.0,34778.83
1 02.221.08.342.00 2018 (4430),4430,Productos farmacia,2018,500.0,325.41
1 02.221.13.342.00 2018 (4431),4431,Productos piscina,2018,4000.0,9710.73
1 02.221.13.342.01 2018 (4432),4432,Productos piscina,2018,8000.0,7845.12
1 02.221.14.342.00 2018 (4433),4433,Material,2018,5000.0,1464.66
1 02.221.98.334.10 2018 (4435),4435,Material Talleres,2018,1500.0,1885.57
1 02.221.99.231.03 2018 (4436),4436,Gastos material,2018,6000.0,7032.94
1 02.221.99.334.10 2018 (4437),4437,Material Talleres,2018,1500.0,1353.73
1 02.222.01.920.00 2018 (4438),4438,Telefonia,2018,50000.0,41386.67
1 02.222.02.920.00 2018 (4439),4439,Servicio postal,2018,40000.0,57033.31
1 02.222.05.920.20 2018 (4440),4440,Comunicaciones,2018,148000.0,156681.31
1 02.224.01.933.00 2018 (4441),4441,Seguro edificios,2018,43000.0,40335.18
1 02.224.02.933.00 2018 (4442),4442,Seguro vehiculos,2018,8500.0,7789.33
1 02.224.99.933.00 2018 (4443),4443,Seguro responsabilidad civil,2018,30000.0,26421.26
1 02.226.02.912.00 2018 (4444),4444,Gastos protocolo,2018,6000.0,4192.09
1 02.226.03.323.00 2018 (4445),4445,Publicidad,2018,2700.0,2032.57
